Connector Code,Connector: Record ID,Connector: Source,Connector: Connector Activity,Connector: Connector Sub Category,Connector: Connector Category,Connector: Connector Type,Connector: App Registered,Oct-16,May-17,Oct-17,Dec-17,Jan-18,Feb-18,Mar-18,May-18,Jun-18,Jul-18,Aug-18,Sep-18,Oct-18,Nov-18,Dec-18,Jan-19,Feb-19,Mar-19,Apr-19,May-19,Jun-19,Jul-19,Aug-19,Sep-19,Oct-19,Nov-19,Dec-19,Jan-20,Feb-20,Mar-20,Apr-20,May-20,Jun-20,Jul-20,Aug-20,Sep-20,Oct-20,Nov-20,Dec-20,Jan-21,Feb-21,Mar-21,Apr-21,May-21,Jun-21,Jul-21,Aug-21,Sep-21,Oct-21,Nov-21,Dec-21,Jan-22,Feb-22,Mar-22,Apr-22,May-22,Jun-22,Jul-22,Aug-22,Sep-22,Oct-22,Nov-22,Dec-22
HFFC-026926,aAZ2j000000PBRN,Business Development,Dormant Connector,Multi brand Affordable HL,Financial Connectors,Home Loan Agent,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,5,5,,6,4,30
HFFC-029302,aAZ5i000000LG6t,Beat Mapping,Lead Stage,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2
HFFC-011973,aAZ0o000000PNqn,Business Development,Active,Multi brand Affordable HL,Financial Connectors,Home Loan Agent,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,2,1,3,1,,2,,,1,,,,,,,,,,,,,1,1,,,,,,,1,3
HFFC-029256,aAZ5i000000LFiX,Connector App,Lead Stage,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1
HFFC-019409,aAZ2j00000009Wk,Business Development,Active,Multi brand Affordable HL,Financial Connectors,Home Loan Agent,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,3,3,5,7,4,3,1,2,3,1,2,3,4,6,6,5,4,3,9,6,59
HFFC-000744,aAZ9000000000uQ,Other,Dormant Connector,Multi brand Affordable HL,Construction Community,Contractor,0,,,,,,,,,,,,,,,1,,,1,,,3,1,3,1,1,2,,1,,,,,,,2,2,,,1,,1,,,,,,,,,,,,,,,,,,,,,,
HFFC-034337,aAZ5i000000LYJw,Connector App,Lead Stage,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
HFFC-024593,aAZ2j000000L1rr,Connector App,Lead Stage,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,2
HFFC-007249,aAZ0o000000GnAd,BIZ,Lead Stage,,Financial Connectors,LIC Agent,0,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HFFC-015040,aAZ2j00000003ug,Business Development,Dormant Connector,Multi brand Affordable HL,Financial Connectors,Home Loan Agent,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,
HFFC-007446,aAZ0o000000GnQW,,Never Active,Multi brand Affordable HL,Financial Connectors,,0,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HFFC-024526,aAZ2j000000L1kg,Connector App,Lead Stage,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
HFFC-014243,aAZ2j00000002st,Branch Walk-In,Never Active,Multi brand Affordable HL,Financial Connectors,Home Loan Agent,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
HFFC-031126,aAZ5i000000LTEk,Connector App,Active,Multi brand Affordable HL,Financial Connectors,Home Loan Agent,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,7
HFFC-011226,aAZ0o000000PMsY,Business Development,Dormant Connector,Multi brand Affordable HL,Financial Connectors,Home Loan Agent,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,1,1,1,,,2,,,,1,,,,,,1,1,,2,,,1,2,1,1,,,,,,5
HFFC-008338,aAZ0o000000GoaI,Beat Mapping,Never Active,Multi brand Affordable HL,Financial Connectors,Home Loan Agent,0,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HFFC-011499,aAZ0o000000PNEZ,Connector App,Never Active,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HFFC-028085,aAZ5i000000L8bC,Connector App,Lead Stage,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
HFFC-028735,aAZ5i000000LCyQ,Business Development,Lead Stage,One man show,Financial Connectors,Home Loan Agent,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,3
HFFC-016787,aAZ2j00000006AW,Connector App,Dormant Connector,,Construction Community,Civil Engineer,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,
HFFC-021696,aAZ2j0000000CUS,Business Development,Lead Stage,,Builder Ecosystem,Builder Employee,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,
HFFC-008122,aAZ0o000000GoIx,Employee Referral,Active,Multi brand Affordable HL,Financial Connectors,Home Loan Agent,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,1,2,1,,,,3,4,2,2,2,2,3,3,4,8,3,8,6,3,1,1,3,3,2,6,1,3,4,,,,,3,1,23
HFFC-028107,aAZ5i000000L8dD,Connector App,Lead Stage,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,2
HFFC-000921,aAZ90000000018h,,Dormant Connector,,Micro Connector,Other,0,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HFFC-025647,aAZ2j000000L3R2,Business Development,Active,Multi brand Affordable HL,Financial Connectors,Home Loan Agent,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3,8,8,5,12,15,5,3,3,76
HFFC-024434,aAZ2j000000L1c3,Connector App,Dormant Connector,One man show,Financial Connectors,Home Loan Agent,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,5,2,2,3,2,2,2,,2,1,3,26
HFFC-029856,aAZ5i000000LJIA,Beat Mapping,Active,One man show,Financial Connectors,Home Loan Agent,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,1,5
HFFC-024428,aAZ2j000000L1bZ,Beat Mapping,Lead Stage,One man show,Micro Connector,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,
HFFC-025485,aAZ2j000000L3CH,Other,Active,Multi brand Affordable HL,Financial Connectors,Home Loan Agent,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,8,1,1,9,6,5,8,4,2,49
HFFC-007918,aAZ0o000000Go2a,Other,Dormant Connector,Multi brand Affordable HL,Financial Connectors,Home Loan Agent,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,,5,1,2,2,,,,,,1,4,1,1,3,,,,,,,,,,,,,,,,,,,,,,,
HFFC-012189,aAZ2j00000000Gd,Connector App,Never Active,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HFFC-023051,aAZ2j000000KzJd,Connector App,Lead Stage,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,1
HFFC-016815,aAZ2j00000006Cm,Business Development,Dormant Connector,Multi brand Affordable HL,Financial Connectors,Home Loan Agent,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,3,4,2,,,1,2,1,1,,,1,1,1,1,,,,,,,,4
HFFC-024741,aAZ2j000000L26c,Business Development,Active,Multi brand Affordable HL,Financial Connectors,Other HFC/Bank employee,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,3,,,,5
HFFC-007228,aAZ0o000000Gn8w,Business Development,Dormant Connector,Multi brand Affordable HL,Financial Connectors,Home Loan Agent,0,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HFFC-002594,aAZ90000000PFDv,Other,Dormant Connector,Multi brand Affordable HL,Financial Connectors,Home Loan Agent,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,
HFFC-004257,aAZ0o000000PGoS,Other,Dormant Connector,Multi brand Affordable HL,Financial Connectors,Other HFC/Bank employee,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HFFC-007493,aAZ0o000000GnUJ,Construction Community Partners,Lead Stage,,Construction Community,Contractor,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HFFC-025576,aAZ2j000000L3LJ,Business Development,Dormant Connector,One man show,Financial Connectors,Home Loan Agent,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,6,10,6,8,4,5,1,,49
HFFC-021611,aAZ2j0000000CNb,Connector App,Never Active,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,1
HFFC-004463,aAZ0o000000CmsQ,Business Development,Dormant Connector,Multi brand Affordable HL,Financial Connectors,Home Loan Agent,0,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HFFC-022725,aAZ2j000000KyrZ,Connector Referral,Active,,Financial Connectors,Home Loan Agent,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,1,4,5,5,2,6,5,3,7,7,7,7,4,1,61
HFFC-007621,aAZ0o000000Gned,Construction Community Partners,Dormant Connector,Multi brand Affordable HL,Construction Community,Civil Engineer,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,2,,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HFFC-006922,aAZ0o000000CqLF,Business Development,Dormant Connector,Multi brand Affordable HL,Financial Connectors,Home Loan Agent,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1,,,,,,,,,,,,,,,,
HFFC-021199,aAZ2j0000000Bpt,Business Development,Dormant Connector,Multi brand Affordable HL,Financial Connectors,Home Loan Agent,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,3,1,,,,,,1,,,,,,,,,,1
HFFC-014835,aAZ2j00000003eE,Business Development,Dormant Connector,Multi brand Affordable HL,Financial Connectors,Home Loan Agent,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HFFC-019488,aAZ2j00000009d7,Connector App,Never Active,Multi brand Affordable HL,Construction Community,Construction Community Partner-For Tracking Only,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
HFFC-025119,aAZ2j000000L2cY,Business Development,Dormant Connector,Multi brand Affordable HL,Financial Connectors,Home Loan Agent,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1
HFFC-015260,aAZ2j00000004CG,Beat Mapping,Active,Multi brand Affordable HL,Construction Community,Contractor,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,5,6,3,6,1,,,1,2,,1,5,2,2,2,5,6,29
HFFC-009760,aAZ0o00000008LM,,Lead Stage,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
HFFC-009576,aAZ0o000000GqBt,Business Development,Dormant Connector,Multi brand Affordable HL,Financial Connectors,Other HFC/Bank employee,0,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,1,,,2,,1,,,,,,,,,,,,,,,,
HFFC-007627,aAZ0o000000Gnf7,Branch Walk-In,Active,Multi brand Affordable HL,Financial Connectors,Home Loan Agent,1,,,,,,,,,,,,,,,,,,,,,1,1,4,5,12,10,5,3,9,2,,,,2,2,7,10,9,9,1,6,5,3,,11,10,11,9,10,11,13,7,16,9,7,7,9,4,8,6,7,9,96
HFFC-023709,aAZ2j000000L0P8,Business Development,Lead Stage,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
HFFC-020461,aAZ2j0000000AsS,Connector App,Never Active,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
HFFC-027754,aAZ5i000000L5pL,Business Development,Dormant Connector,Multi brand Affordable HL,Construction Community,Civil Engineer,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,1,,2,,5
HFFC-001786,aAZ90000000PEAl,Other,Never Active,Multi brand Affordable HL,Financial Connectors,Home Loan Agent,0,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HFFC-017650,aAZ2j00000007GG,Connector App,Lead Stage,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
HFFC-024427,aAZ2j000000L1bU,Connector App,Lead Stage,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
HFFC-008666,aAZ0o000000Gp0a,Beat Mapping,Dormant Connector,Multi brand Affordable HL,Financial Connectors,Home Loan Agent,0,,,,,,,,,,,,,,,,,,,,,,,,3,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
HFFC-029599,aAZ5i000000LI9t,Business Development,Lead Stage,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,4,1,12
HFFC-000968,aAZ9000000001CU,Branch Phone,Never Active,,Financial Connectors,Home Loan Agent,0,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HFFC-028198,aAZ5i000000L9Qo,Other,Active,Multi brand Affordable HL,Financial Connectors,Home Loan Agent,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,4,4,5,5,29
HFFC-029861,aAZ5i000000LJIZ,Connector App,Lead Stage,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1
HFFC-007462,aAZ0o000000GnRo,Outdoor Ad,Dormant Connector,Multi brand Affordable HL,Financial Connectors,Home Loan Agent,0,,,,,,,,,,,,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HFFC-009675,aAZ0o000000GqJs,Business Development,Dormant Connector,Multi brand Affordable HL,Financial Connectors,Home Loan Agent,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,,,,,,,1,,,1,,,,,,1,,,,,,,,,,,,,,,,,
HFFC-023178,aAZ2j000000KzVA,Business Development,Dormant Connector,One man show,Financial Connectors,Home Loan Agent,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,5,1,2,3,4,6,2,,3,,,,21
HFFC-017264,aAZ2j00000006lN,Other,Lead Stage,Multi brand Affordable HL,Financial Connectors,Home Loan Agent,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
HFFC-029277,aAZ5i000000LFsU,Connector App,Lead Stage,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1
HFFC-015465,aAZ2j00000004SO,Connector App,Active,Multi brand Affordable HL,Financial Connectors,Home Loan Agent,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,3,7,4,3,3,2,1,9,7,3,5,2,3,2,4,2,8,7,9,5,14,1,3,,5,68
HFFC-009392,aAZ0o000000Gpx3,Business Development,Never Active,Multi brand Affordable HL,Financial Connectors,Other HFC/Bank employee,0,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HFFC-027830,aAZ5i000000L6al,Connector App,Lead Stage,Multi brand Affordable HL,Financial Connectors,CA,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
HFFC-003219,aAZ0o000000bthD,Business Development,Never Active,Multi brand Affordable HL,Financial Connectors,Home Loan Agent,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
HFFC-012214,aAZ2j00000000Ie,Branch Walk-In,Lead Stage,,Financial Connectors,Home Loan Agent,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
HFFC-027044,aAZ2j000000PBbN,Connector App,Lead Stage,One man show,Financial Connectors,Home Loan Agent,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,2
HFFC-012319,aAZ2j00000000R7,Business Development,Lead Stage,Multi brand Affordable HL,Financial Connectors,Home Loan Agent,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,3
HFFC-018736,aAZ2j00000008f2,Connector App,Never Active,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
HFFC-031954,aAZ5i000000LUcf,Connector App,Active,One man show,Financial Connectors,Home Loan Agent,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,7
HFFC-016576,aAZ2j00000005ta,Call Center,Never Active,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,
HFFC-016266,aAZ2j00000005Ua,Business Development,Active,Multi brand Affordable HL,Financial Connectors,Home Loan Agent,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3,2,4,5,5,3,2,2,12,5,4,2,2,3,7,2,3,2,,2,3,4,4,1,2,31
HFFC-029563,aAZ5i000000LHix,Beat Mapping,Lead Stage,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,2
HFFC-000364,aAZ9000000000Pc,Other,Dormant Connector,Multi brand Affordable HL,Construction Community,Contractor,0,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,1,,,,,,,,,,,,,,,,,,,,,,
HFFC-009832,aAZ0o00000008RA,Business Development,Dormant Connector,Multi brand Affordable HL,Financial Connectors,Home Loan Agent,0,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,1,1,2,2,,,,,,,,,,,,,,,,,,,,3,,,3
HFFC-022470,aAZ2j0000000DUs,InternPro,Lead Stage,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
HFFC-032922,aAZ5i000000LWE9,Builder,Never Active,Multi brand Affordable HL,Financial Connectors,Home Loan Agent,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,15
HFFC-002575,aAZ90000000PFCO,Other,Dormant Connector,Multi brand Affordable HL,Financial Connectors,Home Loan Agent,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,1,,2,1,3,,,,,,,,,,4
HFFC-025782,aAZ2j000000L3hj,Business Development,Lead Stage,Multi brand Affordable HL,Financial Connectors,Home Loan Agent,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1
HFFC-024520,aAZ2j000000L1kC,Business Development,Lead Stage,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1
HFFC-034351,aAZ5i000000LYL4,Business Development,Lead Stage,Multi brand Affordable HL,Financial Connectors,Home Loan Agent,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
HFFC-033896,aAZ5i000000LXh4,Connector App,Lead Stage,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
HFFC-024858,aAZ2j000000L2Gm,Connector App,Dormant Connector,Multi brand Affordable HL,Financial Connectors,Home Loan Agent,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,1,2,,,,,,,,7
HFFC-010831,aAZ0o000000PMMh,Event,Dormant Connector,Multi brand Affordable HL,Financial Connectors,Home Loan Agent,0,,,,,,,,,,,,,,,,,,,,,,,,,1,4,6,1,1,,,,1,1,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
HFFC-017443,aAZ2j00000006ze,Connector Referral,Dormant Connector,,Construction Community,Civil Engineer,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
HFFC-001438,aAZ90000000PDih,Branch Walk-In,Active,Multi brand Affordable HL,Financial Connectors,Home Loan Agent,1,,,,,,,,,,,2,2,8,4,7,3,4,6,1,5,5,1,11,3,,3,6,11,3,7,,,,,3,7,2,6,1,1,3,4,3,,2,,3,2,1,1,1,6,2,,2,1,1,1,,,2,3,24
HFFC-023622,aAZ2j000000L0I7,Connector App,Active,Multi brand Affordable HL,Financial Connectors,Home Loan Agent,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,5,,,,,5,3,10,11,13,17,76
HFFC-010268,aAZ0o000000090K,Customer Referral,Lead Stage,,Financial Connectors,Home Loan Agent,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HFFC-029372,aAZ5i000000LGbJ,InternPro,Never Active,Multi brand Affordable HL,Financial Connectors,Tax Consultant,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1
HFFC-006216,aAZ0o000000CpQE,Construction Community Partners,Lead Stage,,Micro Connector,Retail Shop,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HFFC-009955,aAZ0o00000008b5,Connector App,Never Active,Multi brand Affordable HL,Financial Connectors,Other HFC/Bank employee,0,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HFFC-033524,aAZ5i000000LX7K,Business Development,Active,One man show,Financial Connectors,Home Loan Agent,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2
HFFC-018872,aAZ2j00000008pl,Branch Walk-In,Lead Stage,,Financial Connectors,Home Loan Agent,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
HFFC-017966,aAZ2j00000007fa,Beat Mapping,Never Active,,Financial Connectors,Home Loan Agent,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
HFFC-032690,aAZ5i000000LVmm,Connector App,Lead Stage,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1
HFFC-024082,aAZ2j000000L0zV,Business Development,Never Active,Multi brand Affordable HL,Financial Connectors,Home Loan Agent,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,3
HFFC-007030,aAZ0o000000CqU2,Business Development,Active,Multi brand Affordable HL,Financial Connectors,Home Loan Agent,1,,,,,,,,,,,,,,,,,,,,1,,,,,2,,,,1,,,,,1,,1,,,,,,5,,,,2,,,,,,,,,,,,,1,1,,,2
HFFC-001324,aAZ90000000PDZV,Branch Walk-In,Never Active,Multi brand Affordable HL,Financial Connectors,Home Loan Agent,0,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HFFC-003129,aAZ0o000000btVp,Outdoor Ad,Active,Multi brand Affordable HL,Builder Ecosystem,Builder,1,,,,,,,,,,,,,,,1,3,2,3,1,1,4,,2,3,2,2,1,6,2,,,,,,1,1,,,,,,,,,,,,1,,,,,,,,,,,,,1,,2
HFFC-004939,aAZ0o000000CnUo,Other,Dormant Connector,Multi brand Affordable HL,Financial Connectors,Home Loan Agent,0,,,,,,,,,,,,,,,,,,,,1,,,,1,2,,3,,,,,,2,,,,,,4,2,3,2,3,1,,3,1,,,,,,,,,,,,,1,,,1
HFFC-025190,aAZ2j000000L2iR,Business Development,Active,PL-BL,Financial Connectors,Home Loan Agent,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,1,,,2,,1,2,1,1,12
HFFC-009424,aAZ0o000000Gpzd,Outdoor Ad,Dormant Connector,Multi brand Affordable HL,Financial Connectors,Home Loan Agent,0,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HFFC-032759,aAZ5i000000LVsG,Beat Mapping,Lead Stage,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2
