Connector Code,Connector Id(15),Dec-20,Jan-21,Feb-21,Mar-21,Apr-21,May-21,Jun-21,Jul-21,Aug-21,Sep-21,Oct-21,Nov-21,Dec-21,Jan-22,Feb-22,Mar-22,Apr-22,May-22,Jun-22,Jul-22,Aug-22,Sep-22,Oct-22,Nov-22
HFFC-018998,aAZ2j00000008zv,,,,,,,,1,,,,1,,,,,,,,,,,,
HFFC-019004,aAZ2j000000090P,,,1,2,,,,,,,1,,,,,,,,,,,,,
HFFC-019011,aAZ2j000000090y,,,1,,,,,,,,,,,,,,,,,,,,,
HFFC-019017,aAZ2j000000091S,,,2,,1,,,,,,,,,,,,,,,,,,,
HFFC-019018,aAZ2j000000091E,,,,,2,,,,,,,,,,,,,,,,,,,
HFFC-019019,aAZ2j000000091X,,,,,,,,,,,,,,,3,,2,,,,,,,
HFFC-019022,aAZ2j000000091m,,,2,1,,,,,,,,,,,,,,,,,,,,
HFFC-019023,aAZ2j000000091r,,,,,,,,,,,,,,,1,,,,1,,,,,
HFFC-019027,aAZ2j000000092B,,,5,4,,,1,,,,,,,,,,,,,,,,,
HFFC-019033,aAZ2j000000092f,,,2,,,,,,,1,,,,,,,,,,,,,,1
HFFC-019036,aAZ2j000000092u,,,6,1,,,,,,,,,,,,,,,,,,,,
HFFC-019042,aAZ2j000000093O,,,,,,1,,,,,,,,,,,,,,,,,,
HFFC-019043,aAZ2j000000093T,,,1,,,,,,,,,,,,,,,,,,,,,
HFFC-019045,aAZ2j000000093d,,,6,,,,,,,,,,,,,,,,,,,,,
HFFC-019066,aAZ2j000000095K,,,,,,1,2,3,3,1,,,,,,,,,,,2,4,1,2
HFFC-019068,aAZ2j000000095U,,,1,,,,,,,,,2,1,,,,,,,,,1,,
HFFC-019070,aAZ2j000000095e,,,,,,,,,,1,,,,,,,,,,,,,,
HFFC-019071,aAZ2j000000095j,,,1,,1,1,,,,,,,,,,,,,,,,,,
HFFC-019072,aAZ2j000000095o,,,,7,1,,,,,,,,,,,,,,,,,,,
HFFC-019077,aAZ2j000000096D,,,1,,3,1,5,2,,1,,,,,,,,,,,,,,
HFFC-019079,aAZ2j000000096N,,,3,,,,,,,,,,,,,,,,,,,,,
HFFC-019082,aAZ2j000000096c,,,2,,1,,,,,,,,,,,,,,,,,,,
HFFC-019085,aAZ2j000000096r,,,2,2,6,4,3,2,1,,,,,,,,,,,,,,,
HFFC-019088,aAZ2j0000000976,,,1,,,,,,1,,,,,,,,,,,,,,,
HFFC-019098,aAZ2j000000097p,,,1,,,,,,,,,,,,,,,,,,,,,
HFFC-019101,aAZ2j0000000984,,,3,1,1,1,5,4,1,2,3,1,3,1,1,4,2,2,3,3,4,2,2,4
HFFC-019113,aAZ2j0000000992,,,,,1,,1,,,,,,,,2,,,,,,,,,
HFFC-019114,aAZ2j0000000997,,,,,1,,,,,,,,,,,,,,,,,,,4
HFFC-019115,aAZ2j000000099C,,,,2,1,,2,1,1,1,,6,1,2,3,1,1,,,,,,,
HFFC-019119,aAZ2j000000099W,,,,,2,4,1,3,,,,,1,1,,,,1,,,,,,
HFFC-019121,aAZ2j000000099g,,,1,,,,,,,,,,,,,,,,,,,,,
HFFC-019128,aAZ2j00000009AF,,,,,,1,,,,,,,,,,,,,,,,,,
HFFC-019129,aAZ2j00000009AK,,,5,8,4,4,5,2,5,3,2,1,3,5,3,7,4,5,4,2,4,2,3,
HFFC-019130,aAZ2j00000009AL,,,,3,1,,,3,2,1,3,,,,,,,,,,1,,,
HFFC-019131,aAZ2j00000009AP,,,,,,,,,,,,,,,,,,,,,,4,2,2
HFFC-019134,aAZ2j00000009Ae,,,,,,,1,,,,,,,,,,,,,,,,,
HFFC-019145,aAZ2j00000009BX,,,,1,,,,,,,,,,,,,,,,,,,,
HFFC-019154,aAZ2j00000009CG,,,,,,,,,,,1,,,1,,,,,,,,,,
HFFC-019157,aAZ2j00000009CV,,,2,1,,,,,,,,,,,,,,,,,,,,
HFFC-019162,aAZ2j00000009Cu,,,,1,,,,,,1,,,,,,,,,,,,,,
HFFC-019163,aAZ2j00000009Cz,,,,1,,,,,2,3,1,1,,,1,,,,,,,,,
HFFC-019166,aAZ2j00000009DE,,,,,1,,,,,,,,,,,,,,,,,,,
HFFC-019175,aAZ2j00000009Ds,,,,,2,1,,,,,,,,,,,,,,,,,,
HFFC-019183,aAZ2j00000009EW,,,2,,1,,,,,1,,1,,,,,,1,,,,,,
HFFC-019184,aAZ2j00000009Eb,,,,,1,,6,,,,,1,,,,,,,,,,,,
HFFC-019185,aAZ2j00000009Eg,,,,1,,,,,,,,,,,,,,,,,,,,
HFFC-019186,aAZ2j00000009El,,,,,1,,,,,,,,,,,,,,,,,,,
HFFC-019187,aAZ2j00000009Eq,,,,1,,,,,,,,,,,,,,,,,,,,
HFFC-019190,aAZ2j00000009F5,,,2,,,,,,,,,,,,,,,,,,,,,
HFFC-019193,aAZ2j00000009FK,,,,,,,,2,,,,,,,,,,,,,,,,
HFFC-019200,aAZ2j00000009Ft,,,1,,,,,,,,,,,,,,,,,,,,,
HFFC-019203,aAZ2j00000009G8,,,3,3,1,1,6,3,,,,,,,,,,,,,,,,
HFFC-019204,aAZ2j00000009GD,,,,1,,,,,1,,,,,,,1,,,,,,4,,3
HFFC-019205,aAZ2j00000009GI,,,1,,,,,,,,,,,,,,,,,,,,,
HFFC-019210,aAZ2j00000009Gh,,,,5,1,,,,,,,,,,,,,5,,,4,,,
HFFC-019213,aAZ2j00000009Gw,,,1,2,,,,,,,,,,,,,,,,,,,,
HFFC-019217,aAZ2j00000009HG,,,,1,,,,,,,,,,,1,,,,,,,,,
HFFC-019220,aAZ2j00000009HV,,,1,1,,1,5,2,1,,,,,,1,,1,,1,1,,2,1,1
HFFC-019221,aAZ2j00000009Ha,,,1,,,,,,,,,,,,,,,,,,,,,
HFFC-019231,aAZ2j00000009IO,,,1,,,,,,,,,,,,,,,,,,,,,
HFFC-019232,aAZ2j00000009IT,,,2,6,,,,2,1,,1,,,1,,1,,,,,,,,
HFFC-019234,aAZ2j00000009Id,,,1,,,,,,,1,,,,,,,,,,,,,,
HFFC-019244,aAZ2j00000009JR,,,5,1,,,,10,3,,2,1,1,1,1,1,,,,3,1,1,,
HFFC-019245,aAZ2j00000009JW,,,,,1,,,,,,,,,,,,,,,,,,,
HFFC-019248,aAZ2j00000009Jl,,,1,,2,,3,1,,,,,,,,,,,,,,,,
HFFC-019251,aAZ2j00000009K0,,,1,,,,,,,,,,,,,,,,,,,,,
HFFC-019255,aAZ2j00000009KK,,,,,1,,,,,,,,,,,,,,,,,,,
HFFC-019264,aAZ2j00000009L3,,,3,2,1,,,,,,,,,,,,,,,,,,,
HFFC-019267,aAZ2j00000009LI,,,,4,,,,2,,,,,,,,,,,,,,,,
HFFC-019269,aAZ2j00000009LS,,,,3,,,,,,,,,,,,,,,,,,,,
HFFC-019270,aAZ2j00000009LX,,,,,1,,,,,,,,,,,,,,,,,,,
HFFC-019276,aAZ2j00000009M1,,,,1,1,1,,,,,,,2,,,1,,,,,,,1,
HFFC-019278,aAZ2j00000009MB,,,1,,,,,,,,,,,,,,,,,,,,,
HFFC-019286,aAZ2j00000009Mp,,,1,,,,,,,,,,,,,,,,,,,,,
HFFC-019288,aAZ2j00000009Mz,,,,,,,,2,,,,,,,,,,,,,,,,
HFFC-019290,aAZ2j00000009N9,,,,,,,,,,,1,,1,,,1,,,,,,,,
HFFC-019298,aAZ2j00000009Nn,,,3,,,,,,,,,,,,,,,,,,,,,
HFFC-019299,aAZ2j00000009Ns,,,1,,5,1,,1,1,1,,,3,,,,,,,,,,,
HFFC-019308,aAZ2j00000009Ob,,,2,3,2,1,,1,,3,,2,1,5,2,,,1,,,,8,4,6
HFFC-019309,aAZ2j00000009Og,,,1,,,,,,,,,,,,,,,,,,,,,
HFFC-019310,aAZ2j00000009Ol,,,,,,1,1,,,,,1,,,,,,,,,,,,
HFFC-019312,aAZ2j00000009Ov,,,,,1,,,,,,,,,,,,,,,,,,,
HFFC-019313,aAZ2j00000009P0,,,1,,,,,,,,,,,,,,,,,,,,,
HFFC-019314,aAZ2j00000009P5,,,,,,,,,,1,1,,,,,,,,,,,,,
HFFC-019316,aAZ2j00000009PF,,,1,,,,,,,,,,,,,,,,,,,,,
HFFC-019317,aAZ2j00000009PK,,,,5,2,1,2,,1,2,,,,,,,,,,,,,,
HFFC-019319,aAZ2j00000009PU,,,,,,,,1,,,,,,,,,1,,,,,,,
HFFC-019322,aAZ2j00000009Pj,,,,,,,,,,2,,,,,,,,,,,,,,
HFFC-019323,aAZ2j00000009Po,,,1,1,1,,,,,,,1,1,,,,1,,2,,,1,,
HFFC-019326,aAZ2j00000009Q3,,,1,1,,,1,4,4,3,2,1,5,,,2,,,,,,,,
HFFC-019327,aAZ2j00000009Q8,,,,1,,,,,,,,,,,,,,,,,,,,
HFFC-019329,aAZ2j00000009QI,,,3,1,,,1,5,2,2,2,,,,1,,4,3,3,5,2,,4,3
HFFC-019341,aAZ2j00000009RG,,,,,,,,2,,,,,,,,,,,,,,,,
HFFC-019342,aAZ2j00000009RL,,,,,,1,,,,,,,,,,,,,,,,,,
HFFC-019349,aAZ2j00000009Ru,,,,,,,,,,,,,,,6,2,,,,2,2,3,,1
HFFC-019350,aAZ2j00000009Rz,,,1,,,,,,,,,,,,,,,,1,,,,,
HFFC-019353,aAZ2j00000009SE,,,,4,1,,1,,1,,4,,3,2,1,,,2,2,,,1,2,
HFFC-019356,aAZ2j00000009ST,,,1,1,,,,,,1,1,,,,,,,,,,1,,1,2
HFFC-019360,aAZ2j00000009Sn,,,,,3,1,2,,,,,,,,,,,,,,,,,
HFFC-019362,aAZ2j00000009Sx,,,1,,,,,,,,,,,,,,,,,,,,,
HFFC-019363,aAZ2j00000009T2,,,,,,,,,4,1,1,1,1,1,,,,1,2,1,,1,3,
HFFC-019368,aAZ2j00000009TR,,,,2,,,,,,,,,,,,,,,,,,,,
HFFC-019371,aAZ2j00000009Tg,,,,,,,1,,,,,,,,,,,,,,,,,
HFFC-019374,aAZ2j00000009Tv,,,1,,,,,,,,,,,,,,,,,,,,,
HFFC-019377,aAZ2j00000009UA,,,1,,,,,,,,,,,,,,,,,,,,,
HFFC-019380,aAZ2j00000009UP,,,1,,,,,,,,,,,,,,,,,,,,,
HFFC-019382,aAZ2j00000009UZ,,,3,18,9,17,21,13,12,17,9,8,15,14,4,12,7,4,6,4,6,4,1,2
HFFC-019384,aAZ2j00000009Uj,,,,1,1,1,,,,1,,,,,,,,,,,,,,
HFFC-019385,aAZ2j00000009Uo,,,,1,2,,1,,3,,,,,,,1,2,,,,,5,4,6
HFFC-019408,aAZ2j00000009Wf,,,,6,,,,,,,1,,,,,,,,,,,,,
HFFC-019409,aAZ2j00000009Wk,,,2,5,3,3,5,6,4,3,2,2,3,1,2,3,4,6,6,5,4,3,9,6
HFFC-019411,aAZ2j00000009Wu,,,,3,,,,,1,,,,,,,,,,,,,,,
HFFC-019413,aAZ2j00000009X4,,,1,1,,,,5,1,,1,1,2,,4,,,1,,1,,2,,
HFFC-019414,aAZ2j00000009X9,,,,,,,,,,,,,,,,2,1,,,,,,,
HFFC-019420,aAZ2j00000009Xd,,,3,,,,,,,,,,,,,,,,,,,,,
HFFC-019422,aAZ2j00000009Xn,,,,1,,,,,,,,,,,,,,,,,,,,
HFFC-019423,aAZ2j00000009Xs,,,1,,,,,,,,,,,,,,,,,,,,,
HFFC-019426,aAZ2j00000009Y7,,,,3,,,,,,,,,,,,,,,,,,,,
HFFC-019427,aAZ2j00000009YC,,,,1,3,3,1,,,,,,,,,,,,,,,,,
HFFC-019430,aAZ2j00000009YR,,,,,1,,6,,,,,,1,,,,,,,,,,,
HFFC-019431,aAZ2j00000009YW,,,,1,,,,,,,,,,,,,,,,,,1,,
HFFC-019444,aAZ2j00000009ZZ,,,,3,,2,4,1,1,2,1,6,5,5,3,3,2,1,,,,,,
HFFC-019447,aAZ2j00000009Zo,,,1,,,,,,,,,,,,,,,,,,,,,
HFFC-019453,aAZ2j00000009aI,,,,2,,,,,,,,,,,,,,,,,,,,
HFFC-019455,aAZ2j00000009aS,,,1,13,1,,1,,3,,1,,,1,,,,,,,,,,2
HFFC-019456,aAZ2j00000009aX,,,,,,,,,,,,,,,,,,,,,,1,,
HFFC-019457,aAZ2j00000009ac,,,,3,1,2,2,,1,,,2,1,,,,,,,,,,,
HFFC-019458,aAZ2j00000009ah,,,,1,,,,,,,,,1,,,,,,,,,,,
HFFC-019465,aAZ2j00000009bG,,,,,,,6,4,5,6,4,11,17,4,8,5,4,9,4,4,5,7,7,7
HFFC-019466,aAZ2j00000009bL,,,,4,3,4,9,6,,4,,,,,1,,,2,1,2,,2,,1
HFFC-019469,aAZ2j00000009ba,,,,,,3,,2,1,,,,,,,,,,,,,,,
HFFC-019471,aAZ2j00000009bk,,,1,,,,,,,,,,,,,,,,,,,,,
HFFC-019472,aAZ2j00000009bp,,,1,,,,,,,,,,,,,,,,,,,,,
HFFC-019476,aAZ2j00000009c9,,,1,,,,,,,,,,,,,,,,,,,,,
HFFC-019477,aAZ2j00000009cE,,,,1,,,,,,,,,,,,,,,,,,,,
HFFC-019483,aAZ2j00000009ci,,,,4,,,,,,,,2,,,,,,,,,,,,
HFFC-019485,aAZ2j00000009cs,,,,1,,,,,,,,,,,,,,,,,,,,
HFFC-019487,aAZ2j00000009d2,,,,,,1,,,,,,,,,,,,,,,,,,
HFFC-019491,aAZ2j00000009dM,,,,2,,,1,2,,1,,,,,,,,,,,,,,
HFFC-019493,aAZ2j00000009dW,,,,7,5,1,3,1,2,1,3,1,,,1,1,,,2,,1,,,2
HFFC-019494,aAZ2j00000009db,,,,,,,1,,1,2,3,,,,,,,,,,,,,
HFFC-019495,aAZ2j00000009dg,,,,1,,,,,,,,,,,,,,,,,,,,
HFFC-019498,aAZ2j00000009dv,,,,,,,,,,,1,,1,,1,,,,,,,3,4,2
HFFC-019504,aAZ2j00000009eP,,,,3,,,1,,,,,,,,,,,,,,,,,
HFFC-019506,aAZ2j00000009eZ,,,,5,,,,,,2,1,,3,1,3,2,1,3,2,1,2,2,4,4
HFFC-019507,aAZ2j00000009ee,,,,1,4,2,2,2,,1,,,,,1,1,,,1,,1,1,,
HFFC-019508,aAZ2j00000009ej,,,,1,,,,,,,,,,,,,,,,,,,,
HFFC-019509,aAZ2j00000009eo,,,,,6,3,,3,2,2,4,8,6,8,6,13,4,4,3,2,,2,1,2
HFFC-019510,aAZ2j00000009et,,,,,,,,,,,,1,,,,,,,,,,,,
HFFC-019517,aAZ2j00000009fI,,,,1,2,,,2,1,3,1,,,,2,,,,,,,,,
HFFC-019519,aAZ2j00000009fS,,,,,2,,,,1,,,1,1,,,2,,1,,,,,,
HFFC-019520,aAZ2j00000009fX,,,,1,,,,,,,,,,,1,2,2,2,3,7,5,5,5,7
HFFC-019523,aAZ2j00000009fm,,,,1,,,,,,,,,,,,,,,,,,,,
HFFC-019525,aAZ2j00000009fw,,,,,2,,2,2,,,,,,,,,,,,,,,,
HFFC-019526,aAZ2j00000009g1,,,,1,,,,,,,,,,,,,,,,,,,,
HFFC-019527,aAZ2j00000009g6,,,,1,1,,,,,,,,,,,,,,,,,,,
HFFC-019529,aAZ2j00000009gG,,,,,,,,,,,,,,,,,,,,,2,,,
HFFC-019530,aAZ2j00000009gL,,,,,,,,1,,,,,,,,,,,,,,,,
HFFC-019533,aAZ2j00000009ga,,,,3,,,,,,,,,,,,,,,,,,,,
HFFC-019539,aAZ2j00000009h4,,,,,,,1,,1,,,,,,,,,,,,,,,
HFFC-019542,aAZ2j00000009hJ,,,,,,,,,,,,,,,,,,,1,,,,,
HFFC-019552,aAZ2j00000009i7,,,,1,,,,1,1,,,,,,,,,,,,,,,
HFFC-019577,aAZ2j00000009k8,,,,,,,,1,,,,,,,,,,,,,,,,
HFFC-019578,aAZ2j00000009kD,,,,2,,,,,,,,,,,,,,,,,,,,
HFFC-019591,aAZ2j00000009lG,,,,3,,,3,1,,,,,,,,,,,,,,,,
HFFC-019592,aAZ2j00000009lL,,,,1,1,,,,,,1,,,,,1,,1,1,1,,,,
HFFC-019595,aAZ2j00000009la,,,,1,,,,,,,,,,,,,,,,,,,,
HFFC-019596,aAZ2j00000009lf,,,,,,,5,14,5,8,8,14,4,11,8,12,5,9,3,5,2,4,3,
HFFC-019600,aAZ2j00000009lz,,,,,,,,,,,,1,,1,1,,,,,,,1,,
HFFC-019603,aAZ2j00000009mE,,,,3,,4,4,4,,1,,,,1,1,,,,,,,3,2,1
HFFC-019604,aAZ2j00000009mJ,,,,,3,,2,1,1,,,19,9,21,10,7,2,8,4,3,4,2,,
HFFC-019605,aAZ2j00000009mO,,,,,1,,,,,,,,,,,,,,,,,,,
HFFC-019608,aAZ2j00000009md,,,,,,,,,3,1,1,,,1,,,,,,,,,,
HFFC-019609,aAZ2j00000009mi,,,,,,1,,2,,2,2,1,6,,,4,1,,2,,,,1,2
HFFC-019613,aAZ2j00000009n2,,,,,,,,,,,,,,,,,,,1,,,,,
HFFC-019617,aAZ2j00000009nM,,,,,1,,,,,,,,,,,,,,,,,,,
HFFC-019621,aAZ2j00000009ng,,,,1,,,,,,,,,,,,,,,,,,,,
HFFC-019624,aAZ2j00000009nv,,,,1,,,4,1,,,,,,,,,,,,,,,,
HFFC-019628,aAZ2j00000009oF,,,,4,1,1,2,,,,,,,,1,2,,,1,1,,1,1,6
HFFC-019629,aAZ2j00000009oK,,,,1,,3,,,,,,,,,,,,,,,,,,
HFFC-019630,aAZ2j00000009oP,,,,4,,,1,6,2,,1,1,,1,,8,3,,1,1,1,5,3,
HFFC-019633,aAZ2j00000009oe,,,,4,3,1,5,1,2,1,2,,,,,,1,1,,,,,,
HFFC-019635,aAZ2j00000009oo,,,,2,,3,,,,,,,,,,,,,,,,,,
HFFC-019636,aAZ2j00000009ot,,,,3,,,,8,5,1,,,,2,2,2,2,2,,1,1,1,1,1
HFFC-019639,aAZ2j00000009p8,,,,,,,,,,,,1,,,,,,,,,,,,
HFFC-019643,aAZ2j00000009pS,,,,,,,,,,,1,,,,,,,,,,,,,
HFFC-019644,aAZ2j00000009pX,,,,2,,,,,,,,,,,,,,,,,,,,
HFFC-019648,aAZ2j00000009pr,,,,1,,,,,,,,,,,,,,,,,,,,
HFFC-019649,aAZ2j00000009pw,,,,1,,,,,,,,,,,,,,,,,,,,
HFFC-019650,aAZ2j00000009q1,,,,1,,,,,,,,2,,,,,1,,,1,,,1,2
HFFC-019652,aAZ2j00000009qB,,,,,,,,1,,,,,,,,,,,,,,,,
HFFC-019654,aAZ2j00000009qL,,,,1,1,,,,,,,,,,,,,,,,,,,
HFFC-019656,aAZ2j00000009qV,,,,2,,,1,,,,1,,,,,,1,,,,,,,
HFFC-019661,aAZ2j00000009qu,,,,1,,,,,,,,,,,,,,,,,,,,
HFFC-019663,aAZ2j00000009r4,,,,,,,1,1,,,,,,,,,,,,,,,,
HFFC-019664,aAZ2j00000009r9,,,,,,,,,,1,,,,,,,,,,,,,,
HFFC-019667,aAZ2j00000009rO,,,,,7,3,,1,,,,,,,,1,,3,3,1,1,5,1,1
HFFC-019668,aAZ2j00000009rT,,,,3,1,,,2,,,,,,,,,3,,,,1,,,1
HFFC-019669,aAZ2j00000009rY,,,,,,,,,,,,,,,,,,,1,,,,1,2
HFFC-019671,aAZ2j00000009ri,,,,,2,,,,,,,,,,,,,,,,,,,
HFFC-019678,aAZ2j00000009sH,,,,,,,,,1,,1,,,,,,,,,,,,,
HFFC-019689,aAZ2j00000009tA,,,,1,,,,,,,,,,,,,,,,,,,,
HFFC-019690,aAZ2j00000009tF,,,,,3,,,,,,,,,,,2,,1,2,2,1,,,
HFFC-019692,aAZ2j00000009tP,,,,4,1,1,,,,,,,,,,,,,,,,,,
HFFC-019694,aAZ2j00000009tZ,,,,1,1,,,,,,,,,,,,,,,,,,,
HFFC-019696,aAZ2j00000009tj,,,,3,,,1,2,3,2,2,,2,1,2,1,1,2,1,2,1,1,2,
HFFC-019701,aAZ2j00000009u8,,,,,2,,,,,,,,,,,,,,,,,,,
HFFC-019702,aAZ2j00000009uD,,,,,,,,,,,,1,1,,,,,,,,,,,
HFFC-019706,aAZ2j00000009uX,,,,,,,,,,,,,,,,,,,,,,,3,
HFFC-019707,aAZ2j00000009uc,,,,,1,,,2,7,4,7,4,6,14,10,19,8,8,5,7,7,2,5,5
HFFC-019711,aAZ2j00000009uw,,,,,1,,1,,,,,,,,,,,,,,,,,
HFFC-019715,aAZ2j00000009vG,,,,2,1,,,,,,,,,1,1,,2,,,,,1,3,
HFFC-019718,aAZ2j00000009vV,,,,1,,,,1,,,,,,,,,,,,,,,,
HFFC-019724,aAZ2j00000009vz,,,,,,1,1,,,,,,,,,,,,,,,,,
HFFC-019725,aAZ2j00000009w4,,,,,3,3,1,6,4,,7,2,1,1,2,6,3,2,3,3,1,2,3,3
HFFC-019726,aAZ2j00000009w9,,,,6,,,2,5,,,,,,,,,,,,,,,,
HFFC-019727,aAZ2j00000009wE,,,,1,3,,1,4,1,1,,2,2,,,1,2,3,1,1,2,1,,5
HFFC-019730,aAZ2j00000009wT,,,,,4,1,7,4,1,2,2,2,,1,,,,,,1,1,,1,1
HFFC-019733,aAZ2j00000009wi,,,,4,1,,,,,,,,,,,,,,,,,,,
HFFC-019735,aAZ2j00000009ws,,,,1,,,,,,,,,2,,,2,,,1,,,,1,
HFFC-019741,aAZ2j00000009xM,,,,1,,,,5,,3,,,,,,,,,,,,,,
HFFC-019745,aAZ2j00000009xg,,,,,2,,,,,,,,,,,,,,,,,,,
HFFC-019748,aAZ2j00000009xv,,,,,,,1,,,,,,,,,,,,,,,,,
HFFC-019752,aAZ2j00000009yF,,,,2,2,,,,,,1,,,,3,,,,,,,,,
HFFC-019753,aAZ2j00000009yK,,,,,1,,,,,,,,,,,,,,,,,,,
HFFC-019755,aAZ2j00000009yU,,,,,,1,1,1,,,,,,,,,,,,,,,,
HFFC-019756,aAZ2j00000009yZ,,,,2,,,,,,,,,,,,,,,,,,,,
HFFC-019761,aAZ2j00000009yy,,,,1,,,,,,,,,,,,,,,,,,,,
HFFC-019763,aAZ2j00000009z8,,,,1,,,,,,,,,,1,,,,,,,,,,
HFFC-019766,aAZ2j00000009zN,,,,3,2,,1,,,1,,,,,,,,,,,,,,
HFFC-019767,aAZ2j00000009zS,,,,,,,3,2,,2,,,,,,,,,,,,,,
HFFC-019768,aAZ2j00000009zX,,,,1,,2,,2,,,,,,,,2,,,,,,,,
HFFC-019770,aAZ2j00000009zh,,,,2,,,,,,,,,,,,,,,,,,,,
HFFC-019777,aAZ2j0000000A0G,,,,1,3,,,,2,1,,,,,,,,,,,,,,
HFFC-019778,aAZ2j0000000A0L,,,,2,,,,1,,,,,,,,,,,,,,,,
HFFC-019781,aAZ2j0000000A0a,,,,,2,,,,,,,,,,,,,,,,,,,
HFFC-019783,aAZ2j0000000A0k,,,,,1,,,,,,,,,,,,,,,,,,,
HFFC-019787,aAZ2j0000000A14,,,,1,,,,,,,,,,,,,,,,,,,,
HFFC-019788,aAZ2j0000000A19,,,,,,1,3,1,1,,1,,,,,,,,,,,,,
HFFC-019789,aAZ2j0000000A1E,,,,,4,,,,,,,,,,,,,,,,,,,
HFFC-019793,aAZ2j0000000A1Y,,,,,,,,,,,,,,,,,,,,,,1,,
HFFC-019795,aAZ2j0000000A1i,,,,,,,,,,,,,,,,,,,,,,,,3
HFFC-019800,aAZ2j0000000A27,,,,,,,,,,1,,,,,,,,,,,,,,
HFFC-019821,aAZ2j0000000A3Z,,,,1,4,,,,,1,,,,,,1,,1,,,1,,,1
HFFC-019823,aAZ2j0000000A3j,,,,1,1,1,,,,,,,,,,,2,,1,2,,3,1,
HFFC-019825,aAZ2j0000000A3t,,,,,1,,,,,,,,,,,,,,,,,,,
HFFC-019826,aAZ2j0000000A3y,,,,1,1,,,,,,,,,,,,,,,,,,,
HFFC-019827,aAZ2j0000000A43,,,,1,1,,7,4,2,,,1,,5,,1,1,,1,1,,,2,1
HFFC-019836,aAZ2j0000000A4m,,,,,,,,,,,,,,,1,,,,,,,,,
HFFC-019837,aAZ2j0000000A4r,,,,,1,,1,,,,,,1,,,,,,,,,,,
HFFC-019838,aAZ2j0000000A4w,,,,,6,3,4,6,12,3,7,3,5,4,5,9,1,7,11,3,9,2,6,8
HFFC-019841,aAZ2j0000000A5B,,,,,,,,,,3,2,2,3,3,1,3,,3,1,,3,1,2,3
HFFC-019844,aAZ2j0000000A5Q,,,,2,,,,,,,,,,,,,,,,,,,,
HFFC-019851,aAZ2j0000000A5z,,,,5,2,,3,,,,,,,,1,1,,,,,,,,
HFFC-019855,aAZ2j0000000A6J,,,,2,2,,,2,1,,,,2,,,3,2,,,1,2,,,
HFFC-019858,aAZ2j0000000A6Y,,,,1,1,,,,,,,,,,,,,,,,,,,
HFFC-019859,aAZ2j0000000A6d,,,,2,,2,,,,,,,,,,,,,,,,,,
HFFC-019861,aAZ2j0000000A6n,,,,1,2,,3,,1,4,5,1,,1,,,,2,,1,,,,
HFFC-019862,aAZ2j0000000A6s,,,,1,2,1,,,9,4,,2,3,4,,1,,,,,,,,
HFFC-019864,aAZ2j0000000A72,,,,1,,,,,,,,,,,,,,,,,,,,
HFFC-019866,aAZ2j0000000A7C,,,,1,4,,,1,3,1,,,,,,,,,,,,,,
HFFC-019873,aAZ2j0000000A7l,,,,,1,,,,,,,,,,,,,,,,,,,
HFFC-019878,aAZ2j0000000A8A,,,,,,,,,,,,,,,,,,,,,,,,1
HFFC-019887,aAZ2j0000000A8t,,,,1,3,1,1,1,1,1,,1,,1,,,,,3,,,,,
HFFC-019891,aAZ2j0000000A9D,,,,3,,,,,,,,,,,,,,,,,,,,
HFFC-019892,aAZ2j0000000A9I,,,,1,1,,,,,,,,,,,,,,,,,,,
HFFC-019893,aAZ2j0000000A9N,,,,,,,1,,,,,,,,,,,,,,,,,
HFFC-019898,aAZ2j0000000A9m,,,,1,,,,,,,,,,,,,,,,,,,,
HFFC-019900,aAZ2j0000000A9w,,,,2,,3,1,3,1,,,,,,,,,,,,,,,
HFFC-019901,aAZ2j0000000AA1,,,,,,,,,,,,,,,,,,1,,1,,,,
HFFC-019904,aAZ2j0000000AAG,,,,2,,,,,,,,,,,,,,,,,,,,
HFFC-019908,aAZ2j0000000AAa,,,,4,1,,,,,,,,,,,,,,,,,,,
HFFC-019910,aAZ2j0000000AAk,,,,,,,,,,,,,1,,,,,,,,,,,
HFFC-019912,aAZ2j0000000AAu,,,,5,,,,2,,,,,,,,,,,,,,,,
HFFC-019914,aAZ2j0000000AB4,,,,,,,,,,,,,,,,,,,,,,1,,
HFFC-019915,aAZ2j0000000AB9,,,,,1,,,,,,,,,,,,,,,,,,,
HFFC-019919,aAZ2j0000000ABT,,,,,,,,,,,,,,,,,,,,,,,,2
HFFC-019925,aAZ2j0000000ABx,,,,1,2,,2,1,,,,,,,,,,,,,,,,
HFFC-019928,aAZ2j0000000ACC,,,,,,,,1,,,,,,,,,,,,,,,,
HFFC-019953,aAZ2j0000000AED,,,,,6,10,24,22,19,15,14,12,9,9,7,10,7,9,8,11,9,22,21,28
HFFC-019961,aAZ2j0000000AEr,,,,,1,1,2,4,2,2,1,1,1,3,2,1,1,1,1,,2,1,,1
HFFC-019964,aAZ2j0000000AF6,,,,,,,,2,,,9,6,4,2,1,3,2,1,6,2,5,2,2,8
HFFC-019973,aAZ2j0000000AFp,,,,,,,,,,1,,,,,,,,,,,,,,
HFFC-019978,aAZ2j0000000AGE,,,,1,,,,,,,,,,,,,,,,,,,,
HFFC-019980,aAZ2j0000000AGO,,,,,1,,,,,,,,,,,,,,,,,,,
