Connector Code,Connector Id(15),Dec-20,Jan-21,Feb-21,Mar-21,Apr-21,May-21,Jun-21,Jul-21,Aug-21,Sep-21,Oct-21,Nov-21,Dec-21,Jan-22,Feb-22,Mar-22,Apr-22,May-22,Jun-22,Jul-22,Aug-22,Sep-22,Oct-22,Nov-22
HFFC-029307,aAZ5i000000LGBQ,,,,,,,,,,,,,,,,,,,,,1,3,1,
HFFC-029310,aAZ5i000000LGBf,,,,,,,,,,,,,,,,,,,1,,,,,
HFFC-029313,aAZ5i000000LGBu,,,,,,,,,,,,,,,,,,,2,,,,,
HFFC-029329,aAZ5i000000LGDC,,,,,,,,,,,,,,,,,,,2,,,,,
HFFC-029337,aAZ5i000000LGHy,,,,,,,,,,,,,,,,,,,,,,,1,
HFFC-029342,aAZ5i000000LGIN,,,,,,,,,,,,,,,,,,,,2,2,,,
HFFC-029346,aAZ5i000000LGIh,,,,,,,,,,,,,,,,,,,,1,,1,1,
HFFC-029348,aAZ5i000000LGIr,,,,,,,,,,,,,,,,,,,,1,,,,
HFFC-029352,aAZ5i000000LGJB,,,,,,,,,,,,,,,,,,,,,,1,1,
HFFC-029356,aAZ5i000000LGJV,,,,,,,,,,,,,,,,,,,1,1,,,,2
HFFC-029361,aAZ5i000000LGO2,,,,,,,,,,,,,,,,,,,1,,,,,
HFFC-029363,aAZ5i000000LGOC,,,,,,,,,,,,,,,,,,,1,,,,,
HFFC-029365,aAZ5i000000LGSU,,,,,,,,,,,,,,,,,,,1,,,,,
HFFC-029367,aAZ5i000000LGWm,,,,,,,,,,,,,,,,,,,,,1,10,,
HFFC-029372,aAZ5i000000LGbJ,,,,,,,,,,,,,,,,,,,1,,,,,
HFFC-029373,aAZ5i000000LGbO,,,,,,,,,,,,,,,,,,,,1,1,,,
HFFC-029378,aAZ5i000000LGfv,,,,,,,,,,,,,,,,,,,1,,,,,
HFFC-029379,aAZ5i000000LGg0,,,,,,,,,,,,,,,,,,,1,7,6,7,8,9
HFFC-029382,aAZ5i000000LGkN,,,,,,,,,,,,,,,,,,,1,,,,,
HFFC-029386,aAZ5i000000LGkh,,,,,,,,,,,,,,,,,,,,1,,,2,
HFFC-029390,aAZ5i000000LGl1,,,,,,,,,,,,,,,,,,,,2,,,,1
HFFC-029392,aAZ5i000000LGlB,,,,,,,,,,,,,,,,,,,1,,,,,
HFFC-029393,aAZ5i000000LGlG,,,,,,,,,,,,,,,,,,,,1,2,3,3,2
HFFC-029395,aAZ5i000000LGlQ,,,,,,,,,,,,,,,,,,,,2,,,,
HFFC-029406,aAZ5i000000LGqR,,,,,,,,,,,,,,,,,,,,,2,3,2,4
HFFC-029407,aAZ5i000000LGqW,,,,,,,,,,,,,,,,,,,,1,,,,
HFFC-029408,aAZ5i000000LGqb,,,,,,,,,,,,,,,,,,,,,,1,,
HFFC-029409,aAZ5i000000LGqg,,,,,,,,,,,,,,,,,,,,,1,3,,
HFFC-029410,aAZ5i000000LGql,,,,,,,,,,,,,,,,,,,,1,,,1,
HFFC-029414,aAZ5i000000LGvD,,,,,,,,,,,,,,,,,,,,4,,,,
HFFC-029416,aAZ5i000000LGzV,,,,,,,,,,,,,,,,,,,,3,,,,
HFFC-029418,aAZ5i000000LGzf,,,,,,,,,,,,,,,,,,,,1,,,,
HFFC-029420,aAZ5i000000LGzp,,,,,,,,,,,,,,,,,,,,5,1,,,
HFFC-029423,aAZ5i000000LH04,,,,,,,,,,,,,,,,,,,,1,1,,,
HFFC-029426,aAZ5i000000LH0J,,,,,,,,,,,,,,,,,,,,1,2,1,4,3
HFFC-029434,aAZ5i000000LH0x,,,,,,,,,,,,,,,,,,,,,,,,1
HFFC-029438,aAZ5i000000LH1v,,,,,,,,,,,,,,,,,,,,,,4,1,
HFFC-029439,aAZ5i000000LH20,,,,,,,,,,,,,,,,,,,,2,,1,,
HFFC-029441,aAZ5i000000LH2A,,,,,,,,,,,,,,,,,,,,1,,,,
HFFC-029446,aAZ5i000000LH2Z,,,,,,,,,,,,,,,,,,,,1,,,,
HFFC-029447,aAZ5i000000LH2e,,,,,,,,,,,,,,,,,,,,1,,,,
HFFC-029449,aAZ5i000000LH2o,,,,,,,,,,,,,,,,,,,,1,,,,
HFFC-029453,aAZ5i000000LH38,,,,,,,,,,,,,,,,,,,,2,,,,
HFFC-029454,aAZ5i000000LH3D,,,,,,,,,,,,,,,,,,,,1,,4,,1
HFFC-029460,aAZ5i000000LH3h,,,,,,,,,,,,,,,,,,,,1,,,,
HFFC-029462,aAZ5i000000LH3r,,,,,,,,,,,,,,,,,,,,1,,1,,
HFFC-029464,aAZ5i000000LH41,,,,,,,,,,,,,,,,,,,,1,,,,
HFFC-029465,aAZ5i000000LH46,,,,,,,,,,,,,,,,,,,,1,,,,
HFFC-029466,aAZ5i000000LH4B,,,,,,,,,,,,,,,,,,,,2,,3,1,
HFFC-029471,aAZ5i000000LH4a,,,,,,,,,,,,,,,,,,,,1,,,,
HFFC-029473,aAZ5i000000LH4k,,,,,,,,,,,,,,,,,,,,1,,,,
HFFC-029477,aAZ5i000000LH54,,,,,,,,,,,,,,,,,,,,,,,1,
HFFC-029480,aAZ5i000000LH5J,,,,,,,,,,,,,,,,,,,,4,,,,1
HFFC-029482,aAZ5i000000LH5T,,,,,,,,,,,,,,,,,,,,,,2,1,
HFFC-029498,aAZ5i000000LH6g,,,,,,,,,,,,,,,,,,,,1,,,,
HFFC-029501,aAZ5i000000LH6v,,,,,,,,,,,,,,,,,,,,1,,,,
HFFC-029503,aAZ5i000000LH75,,,,,,,,,,,,,,,,,,,,1,,,,
HFFC-029510,aAZ5i000000LH7e,,,,,,,,,,,,,,,,,,,,,,,1,
HFFC-029511,aAZ5i000000LH7j,,,,,,,,,,,,,,,,,,,,3,,3,1,
HFFC-029512,aAZ5i000000LH7o,,,,,,,,,,,,,,,,,,,,,,,1,
HFFC-029517,aAZ5i000000LH8D,,,,,,,,,,,,,,,,,,,,,1,,,
HFFC-029519,aAZ5i000000LH8N,,,,,,,,,,,,,,,,,,,,1,,,,
HFFC-029522,aAZ5i000000LH8c,,,,,,,,,,,,,,,,,,,,2,6,1,,2
HFFC-029525,aAZ5i000000LHTV,,,,,,,,,,,,,,,,,,,,1,,,,
HFFC-029526,aAZ5i000000LHTa,,,,,,,,,,,,,,,,,,,,1,,1,,
HFFC-029530,aAZ5i000000LHY2,,,,,,,,,,,,,,,,,,,,9,,2,1,
HFFC-029532,aAZ5i000000LHYC,,,,,,,,,,,,,,,,,,,,,,2,,
HFFC-029536,aAZ5i000000LHYW,,,,,,,,,,,,,,,,,,,,4,,,,
HFFC-029539,aAZ5i000000LHYl,,,,,,,,,,,,,,,,,,,,2,1,1,,
HFFC-029544,aAZ5i000000LHZA,,,,,,,,,,,,,,,,,,,,,,,1,
HFFC-029551,aAZ5i000000LHZj,,,,,,,,,,,,,,,,,,,,5,3,5,4,5
HFFC-029552,aAZ5i000000LHZo,,,,,,,,,,,,,,,,,,,,,5,4,,
HFFC-029560,aAZ5i000000LHea,,,,,,,,,,,,,,,,,,,,2,,,,
HFFC-029566,aAZ5i000000LHjC,,,,,,,,,,,,,,,,,,,,2,,,,
HFFC-029568,aAZ5i000000LHrc,,,,,,,,,,,,,,,,,,,,1,,,,
HFFC-029571,aAZ5i000000LHrr,,,,,,,,,,,,,,,,,,,,,,1,,
HFFC-029590,aAZ5i000000LI0u,,,,,,,,,,,,,,,,,,,,1,,1,,1
HFFC-029591,aAZ5i000000LI0z,,,,,,,,,,,,,,,,,,,,6,5,8,2,5
HFFC-029592,aAZ5i000000LI5C,,,,,,,,,,,,,,,,,,,,2,,,,
HFFC-029595,aAZ5i000000LI9Z,,,,,,,,,,,,,,,,,,,,1,1,,,1
HFFC-029599,aAZ5i000000LI9t,,,,,,,,,,,,,,,,,,,,,,1,4,1
HFFC-029602,aAZ5i000000LIA8,,,,,,,,,,,,,,,,,,,,3,3,3,4,12
HFFC-029604,aAZ5i000000LIAI,,,,,,,,,,,,,,,,,,,,2,,,,
HFFC-029609,aAZ5i000000LIVL,,,,,,,,,,,,,,,,,,,,1,,,,
HFFC-029617,aAZ5i000000LIVz,,,,,,,,,,,,,,,,,,,,1,,,,
HFFC-029620,aAZ5i000000LIWE,,,,,,,,,,,,,,,,,,,,1,,2,1,3
HFFC-029625,aAZ5i000000LIWd,,,,,,,,,,,,,,,,,,,,1,,,,
HFFC-029628,aAZ5i000000LIWs,,,,,,,,,,,,,,,,,,,,,,,2,
HFFC-029630,aAZ5i000000LIX2,,,,,,,,,,,,,,,,,,,,,,2,3,8
HFFC-029632,aAZ5i000000LIXC,,,,,,,,,,,,,,,,,,,,1,,,,
HFFC-029634,aAZ5i000000LIXM,,,,,,,,,,,,,,,,,,,,3,3,3,1,
HFFC-029637,aAZ5i000000LIXb,,,,,,,,,,,,,,,,,,,,1,,,,
HFFC-029651,aAZ5i000000LIYj,,,,,,,,,,,,,,,,,,,,1,,,,
HFFC-029654,aAZ5i000000LIYy,,,,,,,,,,,,,,,,,,,,2,,,,
HFFC-029656,aAZ5i000000LIZ8,,,,,,,,,,,,,,,,,,,,1,,,,
HFFC-029657,aAZ5i000000LIZD,,,,,,,,,,,,,,,,,,,,2,,,,
HFFC-029658,aAZ5i000000LIZI,,,,,,,,,,,,,,,,,,,,1,,,,
HFFC-029666,aAZ5i000000LIZw,,,,,,,,,,,,,,,,,,,,1,,,,
HFFC-029668,aAZ5i000000LIa6,,,,,,,,,,,,,,,,,,,,2,5,6,7,8
HFFC-029672,aAZ5i000000LIaQ,,,,,,,,,,,,,,,,,,,,2,3,17,15,20
HFFC-029676,aAZ5i000000LIak,,,,,,,,,,,,,,,,,,,,1,,,,
HFFC-029678,aAZ5i000000LIau,,,,,,,,,,,,,,,,,,,,1,,1,,
HFFC-029688,aAZ5i000000LIfq,,,,,,,,,,,,,,,,,,,,4,5,1,1,
HFFC-029691,aAZ5i000000LIg5,,,,,,,,,,,,,,,,,,,,2,1,,,
HFFC-029692,aAZ5i000000LIgA,,,,,,,,,,,,,,,,,,,,,,1,1,
HFFC-029695,aAZ5i000000LIgP,,,,,,,,,,,,,,,,,,,,1,,1,1,
HFFC-029703,aAZ5i000000LIh3,,,,,,,,,,,,,,,,,,,,,4,4,9,4
HFFC-029706,aAZ5i000000LIhI,,,,,,,,,,,,,,,,,,,,2,2,2,4,9
HFFC-029715,aAZ5i000000LIm9,,,,,,,,,,,,,,,,,,,,1,,,,
HFFC-029716,aAZ5i000000LImE,,,,,,,,,,,,,,,,,,,,4,,,1,
HFFC-029728,aAZ5i000000LIrK,,,,,,,,,,,,,,,,,,,,,4,,1,6
HFFC-029730,aAZ5i000000LIrU,,,,,,,,,,,,,,,,,,,,1,,,,
HFFC-029732,aAZ5i000000LIre,,,,,,,,,,,,,,,,,,,,1,,,,
HFFC-029741,aAZ5i000000LIwV,,,,,,,,,,,,,,,,,,,,,1,6,1,5
HFFC-029743,aAZ5i000000LIwf,,,,,,,,,,,,,,,,,,,,6,,2,2,
HFFC-029745,aAZ5i000000LIwp,,,,,,,,,,,,,,,,,,,,1,,,,
HFFC-029755,aAZ5i000000LIxd,,,,,,,,,,,,,,,,,,,,1,,,,
HFFC-029760,aAZ5i000000LIy2,,,,,,,,,,,,,,,,,,,,2,,,,
HFFC-029784,aAZ5i000000LJ46,,,,,,,,,,,,,,,,,,,,3,,,5,2
HFFC-029785,aAZ5i000000LJ4B,,,,,,,,,,,,,,,,,,,,2,2,1,2,9
HFFC-029797,aAZ5i000000LJ59,,,,,,,,,,,,,,,,,,,,,1,2,4,
HFFC-029802,aAZ5i000000LJ5Y,,,,,,,,,,,,,,,,,,,,,2,1,1,
HFFC-029803,aAZ5i000000LJ5d,,,,,,,,,,,,,,,,,,,,,1,,1,
HFFC-029805,aAZ5i000000LJ5n,,,,,,,,,,,,,,,,,,,,2,,,,
HFFC-029806,aAZ5i000000LJ5s,,,,,,,,,,,,,,,,,,,,1,2,,,
HFFC-029807,aAZ5i000000LJA5,,,,,,,,,,,,,,,,,,,,1,1,2,3,6
HFFC-029808,aAZ5i000000LJAA,,,,,,,,,,,,,,,,,,,,,,4,1,
HFFC-029810,aAZ5i000000LJAK,,,,,,,,,,,,,,,,,,,,,5,3,6,2
HFFC-029818,aAZ5i000000LJAy,,,,,,,,,,,,,,,,,,,,1,,,,
HFFC-029819,aAZ5i000000LJB3,,,,,,,,,,,,,,,,,,,,1,,,,
HFFC-029820,aAZ5i000000LJB8,,,,,,,,,,,,,,,,,,,,3,,1,,
HFFC-029821,aAZ5i000000LJBD,,,,,,,,,,,,,,,,,,,,1,2,1,5,2
HFFC-029822,aAZ5i000000LJBI,,,,,,,,,,,,,,,,,,,,1,,1,,
HFFC-029823,aAZ5i000000LJBN,,,,,,,,,,,,,,,,,,,,1,,,,2
HFFC-029840,aAZ5i000000LJGs,,,,,,,,,,,,,,,,,,,,,,,,1
HFFC-029847,aAZ5i000000LJHR,,,,,,,,,,,,,,,,,,,,2,,,,
HFFC-029848,aAZ5i000000LJHW,,,,,,,,,,,,,,,,,,,,,1,,,
HFFC-029850,aAZ5i000000LJHg,,,,,,,,,,,,,,,,,,,,,1,,,
HFFC-029851,aAZ5i000000LJHl,,,,,,,,,,,,,,,,,,,,4,,1,1,1
HFFC-029852,aAZ5i000000LJHq,,,,,,,,,,,,,,,,,,,,1,1,3,,
HFFC-029856,aAZ5i000000LJIA,,,,,,,,,,,,,,,,,,,,2,,,,1
HFFC-029858,aAZ5i000000LJIK,,,,,,,,,,,,,,,,,,,,3,,,,
HFFC-029860,aAZ5i000000LJIU,,,,,,,,,,,,,,,,,,,,,1,1,,1
HFFC-029861,aAZ5i000000LJIZ,,,,,,,,,,,,,,,,,,,,1,,,,
HFFC-029864,aAZ5i000000LJR4,,,,,,,,,,,,,,,,,,,,1,,,,
HFFC-029866,aAZ5i000000LJRE,,,,,,,,,,,,,,,,,,,,1,,,,
HFFC-029870,aAZ5i000000LJRY,,,,,,,,,,,,,,,,,,,,2,3,3,,
HFFC-029871,aAZ5i000000LJRd,,,,,,,,,,,,,,,,,,,,1,,1,1,1
HFFC-029875,aAZ5i000000LJRx,,,,,,,,,,,,,,,,,,,,1,,,,
HFFC-029879,aAZ5i000000LJSH,,,,,,,,,,,,,,,,,,,,1,,,,
HFFC-029882,aAZ5i000000LJSW,,,,,,,,,,,,,,,,,,,,1,2,1,1,6
HFFC-029888,aAZ5i000000LJX8,,,,,,,,,,,,,,,,,,,,,,,5,1
HFFC-029890,aAZ5i000000LJXI,,,,,,,,,,,,,,,,,,,,1,,,,
HFFC-029895,aAZ5i000000LJXh,,,,,,,,,,,,,,,,,,,,1,,,,
HFFC-029896,aAZ5i000000LJXm,,,,,,,,,,,,,,,,,,,,1,,,,
HFFC-029908,aAZ5i000000LJpG,,,,,,,,,,,,,,,,,,,,2,,,,
HFFC-029914,aAZ5i000000LJpk,,,,,,,,,,,,,,,,,,,,3,1,3,,
HFFC-029915,aAZ5i000000LJpp,,,,,,,,,,,,,,,,,,,,,,,2,
HFFC-029919,aAZ5i000000LJq9,,,,,,,,,,,,,,,,,,,,,1,,1,
HFFC-029920,aAZ5i000000LJqE,,,,,,,,,,,,,,,,,,,,7,,,,
HFFC-029926,aAZ5i000000LJqi,,,,,,,,,,,,,,,,,,,,1,,,,
HFFC-029928,aAZ5i000000LJv0,,,,,,,,,,,,,,,,,,,,1,1,3,,4
HFFC-029929,aAZ5i000000LJv5,,,,,,,,,,,,,,,,,,,,1,,,,
HFFC-029930,aAZ5i000000LJvA,,,,,,,,,,,,,,,,,,,,1,,,,
HFFC-029938,aAZ5i000000LJzw,,,,,,,,,,,,,,,,,,,,,,4,2,2
HFFC-029940,aAZ5i000000LK06,,,,,,,,,,,,,,,,,,,,1,,,,
HFFC-029941,aAZ5i000000LK8R,,,,,,,,,,,,,,,,,,,,,,1,,
HFFC-029942,aAZ5i000000LK8W,,,,,,,,,,,,,,,,,,,,1,,,,
HFFC-029943,aAZ5i000000LK8b,,,,,,,,,,,,,,,,,,,,1,,,,
HFFC-029944,aAZ5i000000LKCo,,,,,,,,,,,,,,,,,,,,,,,,1
HFFC-029945,aAZ5i000000LKCt,,,,,,,,,,,,,,,,,,,,1,,,,
HFFC-029955,aAZ5i000000LKDh,,,,,,,,,,,,,,,,,,,,1,,1,,
HFFC-029960,aAZ5i000000LKE6,,,,,,,,,,,,,,,,,,,,,,,,2
HFFC-029965,aAZ5i000000LKQt,,,,,,,,,,,,,,,,,,,,1,2,3,1,2
HFFC-029966,aAZ5i000000LKQy,,,,,,,,,,,,,,,,,,,,1,,,,
HFFC-029970,aAZ5i000000LKRI,,,,,,,,,,,,,,,,,,,,1,,,,
HFFC-029972,aAZ5i000000LKVa,,,,,,,,,,,,,,,,,,,,,1,7,5,5
HFFC-029976,aAZ5i000000LKa2,,,,,,,,,,,,,,,,,,,,1,,,,
HFFC-029978,aAZ5i000000LKeK,,,,,,,,,,,,,,,,,,,,,,1,1,3
HFFC-029979,aAZ5i000000LKeP,,,,,,,,,,,,,,,,,,,,1,,1,,1
HFFC-029980,aAZ5i000000LKeU,,,,,,,,,,,,,,,,,,,,1,1,1,,
HFFC-029983,aAZ5i000000LKej,,,,,,,,,,,,,,,,,,,,,,2,1,
HFFC-029989,aAZ5i000000LKfw,,,,,,,,,,,,,,,,,,,,,2,,,
HFFC-029990,aAZ5i000000LKg1,,,,,,,,,,,,,,,,,,,,,,,1,
HFFC-029993,aAZ5i000000LKoW,,,,,,,,,,,,,,,,,,,,1,,3,,
HFFC-029996,aAZ5i000000LKol,,,,,,,,,,,,,,,,,,,,1,,,,
HFFC-029997,aAZ5i000000LKoq,,,,,,,,,,,,,,,,,,,,1,,,,
HFFC-030001,aAZ5i000000LKpA,,,,,,,,,,,,,,,,,,,,,1,,,
HFFC-030006,aAZ5i000000LKpj,,,,,,,,,,,,,,,,,,,,3,2,1,4,6
HFFC-030009,aAZ5i000000LKu6,,,,,,,,,,,,,,,,,,,,1,,1,,
HFFC-030018,aAZ5i000000LKup,,,,,,,,,,,,,,,,,,,,3,,,,
HFFC-030021,aAZ5i000000LKv4,,,,,,,,,,,,,,,,,,,,2,,,,
HFFC-030026,aAZ5i000000LKvT,,,,,,,,,,,,,,,,,,,,,,,4,6
HFFC-030027,aAZ5i000000LKvY,,,,,,,,,,,,,,,,,,,,1,,,,1
HFFC-030028,aAZ5i000000LKvd,,,,,,,,,,,,,,,,,,,,1,,,,
HFFC-030029,aAZ5i000000LKvi,,,,,,,,,,,,,,,,,,,,,,1,,
HFFC-030033,aAZ5i000000LKw2,,,,,,,,,,,,,,,,,,,,4,2,,,
HFFC-030035,aAZ5i000000LKwC,,,,,,,,,,,,,,,,,,,,2,1,,6,3
HFFC-030041,aAZ5i000000LL4w,,,,,,,,,,,,,,,,,,,,,,1,,
HFFC-030042,aAZ5i000000LL51,,,,,,,,,,,,,,,,,,,,2,,2,,
HFFC-030051,aAZ5i000000LLIc,,,,,,,,,,,,,,,,,,,,1,,,,
HFFC-030054,aAZ5i000000LLIr,,,,,,,,,,,,,,,,,,,,1,,,,
HFFC-030074,aAZ5i000000LLKT,,,,,,,,,,,,,,,,,,,,5,,,,
HFFC-030075,aAZ5i000000LLKY,,,,,,,,,,,,,,,,,,,,,1,5,,2
HFFC-030077,aAZ5i000000LLKi,,,,,,,,,,,,,,,,,,,,2,,,,
HFFC-030085,aAZ5i000000LLQ3,,,,,,,,,,,,,,,,,,,,1,,,,
HFFC-030093,aAZ5i000000LLQw,,,,,,,,,,,,,,,,,,,,1,,,,
HFFC-030104,aAZ5i000000LLW2,,,,,,,,,,,,,,,,,,,,,,2,3,
HFFC-030109,aAZ5i000000LLWR,,,,,,,,,,,,,,,,,,,,,,1,4,1
HFFC-030120,aAZ5i000000LLnq,,,,,,,,,,,,,,,,,,,,,,,3,8
HFFC-030126,aAZ5i000000LLoK,,,,,,,,,,,,,,,,,,,,,,1,,
HFFC-030134,aAZ5i000000LLoy,,,,,,,,,,,,,,,,,,,,,,1,,
HFFC-030138,aAZ5i000000LLpI,,,,,,,,,,,,,,,,,,,,,,5,1,
HFFC-030139,aAZ5i000000LLpN,,,,,,,,,,,,,,,,,,,,1,,,,
HFFC-030146,aAZ5i000000LLuJ,,,,,,,,,,,,,,,,,,,,,,,1,1
HFFC-030149,aAZ5i000000LLud,,,,,,,,,,,,,,,,,,,,1,,,,
HFFC-030150,aAZ5i000000LLui,,,,,,,,,,,,,,,,,,,,1,,,4,4
HFFC-030151,aAZ5i000000LLun,,,,,,,,,,,,,,,,,,,,1,,1,,
HFFC-030157,aAZ5i000000LM3X,,,,,,,,,,,,,,,,,,,,1,,,,
HFFC-030165,aAZ5i000000LM4B,,,,,,,,,,,,,,,,,,,,,,,1,
HFFC-030167,aAZ5i000000LM4L,,,,,,,,,,,,,,,,,,,,1,,,,
HFFC-030168,aAZ5i000000LM4a,,,,,,,,,,,,,,,,,,,,,,,4,2
HFFC-030171,aAZ5i000000LM4p,,,,,,,,,,,,,,,,,,,,1,,,,
HFFC-030172,aAZ5i000000LM4u,,,,,,,,,,,,,,,,,,,,,,1,,
HFFC-030185,aAZ5i000000LM5x,,,,,,,,,,,,,,,,,,,,,,2,,
HFFC-030186,aAZ5i000000LM62,,,,,,,,,,,,,,,,,,,,2,,1,1,1
HFFC-030187,aAZ5i000000LM67,,,,,,,,,,,,,,,,,,,,2,,,,
HFFC-030190,aAZ5i000000LM6M,,,,,,,,,,,,,,,,,,,,,,,1,
HFFC-030192,aAZ5i000000LM6W,,,,,,,,,,,,,,,,,,,,2,2,,,2
HFFC-030194,aAZ5i000000LM6g,,,,,,,,,,,,,,,,,,,,,1,,,
HFFC-030196,aAZ5i000000LM75,,,,,,,,,,,,,,,,,,,,1,1,3,,
HFFC-030207,aAZ5i000000LM7y,,,,,,,,,,,,,,,,,,,,4,1,1,,
HFFC-030212,aAZ5i000000LM8N,,,,,,,,,,,,,,,,,,,,,3,1,,
HFFC-030214,aAZ5i000000LM8X,,,,,,,,,,,,,,,,,,,,1,,,,
HFFC-030221,aAZ5i000000LMHM,,,,,,,,,,,,,,,,,,,,1,,,,
HFFC-030222,aAZ5i000000LMHR,,,,,,,,,,,,,,,,,,,,1,1,1,6,6
HFFC-030223,aAZ5i000000LMHW,,,,,,,,,,,,,,,,,,,,,,1,1,2
HFFC-030229,aAZ5i000000LMMD,,,,,,,,,,,,,,,,,,,,,,,,1
HFFC-030252,aAZ5i000000LMO4,,,,,,,,,,,,,,,,,,,,,1,,,
HFFC-030259,aAZ5i000000LMOd,,,,,,,,,,,,,,,,,,,,,,,,2
HFFC-030266,aAZ5i000000LMTK,,,,,,,,,,,,,,,,,,,,,1,,,2
HFFC-030267,aAZ5i000000LMTP,,,,,,,,,,,,,,,,,,,,,,1,,
HFFC-030269,aAZ5i000000LMTZ,,,,,,,,,,,,,,,,,,,,1,,,,
HFFC-030270,aAZ5i000000LMTe,,,,,,,,,,,,,,,,,,,,2,,,,
HFFC-030271,aAZ5i000000LMTj,,,,,,,,,,,,,,,,,,,,,,1,,
HFFC-030275,aAZ5i000000LMU3,,,,,,,,,,,,,,,,,,,,1,,,,
HFFC-030277,aAZ5i000000LMVB,,,,,,,,,,,,,,,,,,,,2,2,,,
HFFC-030279,aAZ5i000000LMVL,,,,,,,,,,,,,,,,,,,,1,,,,
HFFC-030281,aAZ5i000000LMVV,,,,,,,,,,,,,,,,,,,,,,3,4,
HFFC-030282,aAZ5i000000LMVa,,,,,,,,,,,,,,,,,,,,1,,,,
HFFC-030284,aAZ5i000000LMVk,,,,,,,,,,,,,,,,,,,,2,1,1,,
HFFC-030286,aAZ5i000000LMVu,,,,,,,,,,,,,,,,,,,,,,,,2
HFFC-030289,aAZ5i000000LMW9,,,,,,,,,,,,,,,,,,,,,2,,1,
HFFC-030305,aAZ5i000000LMbZ,,,,,,,,,,,,,,,,,,,,,,,,5
HFFC-030309,aAZ5i000000LMbt,,,,,,,,,,,,,,,,,,,,2,2,,,
HFFC-030314,aAZ5i000000LMcI,,,,,,,,,,,,,,,,,,,,1,1,7,4,8
HFFC-030321,aAZ5i000000LMl7,,,,,,,,,,,,,,,,,,,,1,,,,
HFFC-030329,aAZ5i000000LMll,,,,,,,,,,,,,,,,,,,,,,1,,
HFFC-030331,aAZ5i000000LMlv,,,,,,,,,,,,,,,,,,,,1,,,,
HFFC-030333,aAZ5i000000LMm5,,,,,,,,,,,,,,,,,,,,,2,1,,
HFFC-030336,aAZ5i000000LMmK,,,,,,,,,,,,,,,,,,,,1,,,,
HFFC-030340,aAZ5i000000LMqm,,,,,,,,,,,,,,,,,,,,3,,,,
HFFC-030347,aAZ5i000000LMrL,,,,,,,,,,,,,,,,,,,,1,1,,,
HFFC-030360,aAZ5i000000LMwW,,,,,,,,,,,,,,,,,,,,,3,1,,2
HFFC-030363,aAZ5i000000LMwl,,,,,,,,,,,,,,,,,,,,1,,,,
HFFC-030369,aAZ5i000000LMxF,,,,,,,,,,,,,,,,,,,,1,2,2,1,1
HFFC-030377,aAZ5i000000LMxt,,,,,,,,,,,,,,,,,,,,1,,,,
HFFC-030404,aAZ5i000000LN98,,,,,,,,,,,,,,,,,,,,,,,,1
HFFC-030406,aAZ5i000000LN9I,,,,,,,,,,,,,,,,,,,,,2,,,
HFFC-030407,aAZ5i000000LN9N,,,,,,,,,,,,,,,,,,,,,,2,6,1
HFFC-030409,aAZ5i000000LNAB,,,,,,,,,,,,,,,,,,,,1,1,,,1
HFFC-030410,aAZ5i000000LNAG,,,,,,,,,,,,,,,,,,,,,4,14,,
HFFC-030415,aAZ5i000000LNIv,,,,,,,,,,,,,,,,,,,,1,7,5,4,1
HFFC-030428,aAZ5i000000LNUt,,,,,,,,,,,,,,,,,,,,1,,,,
HFFC-030437,aAZ5i000000LNZk,,,,,,,,,,,,,,,,,,,,3,1,5,,1
HFFC-030438,aAZ5i000000LNZp,,,,,,,,,,,,,,,,,,,,,,1,,1
HFFC-030441,aAZ5i000000LNa4,,,,,,,,,,,,,,,,,,,,,,1,,1
HFFC-030443,aAZ5i000000LNaE,,,,,,,,,,,,,,,,,,,,1,,,,
HFFC-030445,aAZ5i000000LNeW,,,,,,,,,,,,,,,,,,,,,,,,2
HFFC-030447,aAZ5i000000LNio,,,,,,,,,,,,,,,,,,,,1,,,,
HFFC-030448,aAZ5i000000LNit,,,,,,,,,,,,,,,,,,,,,2,1,3,1
HFFC-030453,aAZ5i000000LNjI,,,,,,,,,,,,,,,,,,,,,,1,2,
HFFC-030458,aAZ5i000000LNos,,,,,,,,,,,,,,,,,,,,2,,1,2,1
HFFC-030462,aAZ5i000000LNpC,,,,,,,,,,,,,,,,,,,,,,,,1
HFFC-030463,aAZ5i000000LNpH,,,,,,,,,,,,,,,,,,,,2,1,,,
HFFC-030464,aAZ5i000000LNpM,,,,,,,,,,,,,,,,,,,,2,,,,1
HFFC-030472,aAZ5i000000LNq0,,,,,,,,,,,,,,,,,,,,,,1,,
HFFC-030474,aAZ5i000000LNqA,,,,,,,,,,,,,,,,,,,,1,,,,
HFFC-030476,aAZ5i000000LNqK,,,,,,,,,,,,,,,,,,,,1,,,,
HFFC-030478,aAZ5i000000LNqU,,,,,,,,,,,,,,,,,,,,1,,,,
HFFC-030485,aAZ5i000000LNzT,,,,,,,,,,,,,,,,,,,,1,,,,
HFFC-030487,aAZ5i000000LOCB,,,,,,,,,,,,,,,,,,,,,4,4,1,2
HFFC-030498,aAZ5i000000LOLU,,,,,,,,,,,,,,,,,,,,2,3,4,3,2
HFFC-030500,aAZ5i000000LOLe,,,,,,,,,,,,,,,,,,,,,2,,,
HFFC-030503,aAZ5i000000LOLt,,,,,,,,,,,,,,,,,,,,,1,2,2,1
