Connector Code,Id (Connector),Dec-20,Jan-21,Feb-21,Mar-21,Apr-21,May-21,Jun-21,Jul-21,Aug-21,Sep-21,Oct-21,Nov-21,Dec-21,Jan-22,Feb-22,Mar-22,Apr-22,May-22,Jun-22,Jul-22,Aug-22,Sep-22,Oct-22,Nov-22
HFFC-012610,aAZ2j00000000oaGAA,,,,2,,,,,,,,,,,,,,,,,,,,
HFFC-009171,aAZ0o000000GpfEGAS,,,,,,1,,1,,2,,,,2,,,2,,,,,,,
HFFC-021312,aAZ2j0000000BzPGAU,,,,,,,,,1,2,3,,,,,,,1,,,,,,
HFFC-020558,aAZ2j0000000B0CGAU,,,,,,,,,,6,1,1,10,7,2,11,7,18,15,21,12,9,3,6
HFFC-000156,aAZ9000000000CjGAI,,,,,,,,,,2,,,2,,,,,,,,,,,
HFFC-024878,aAZ2j000000L2IOGA0,,,,,,,,,,,,,,,,,,,,2,2,,,
HFFC-017576,aAZ2j00000007ANGAY,,,,2,,,,,,,,,,,,,,,,,,,1,1
HFFC-011322,aAZ0o000000PN0IGAW,,,,,,,,,,,2,,,,,,,,,,,,,
HFFC-015495,aAZ2j00000004UoGAI,,,,,2,,,,,,,,,,,,,,,,,,,
HFFC-001530,aAZ90000000PDq7GAG,,,3,,,,,,,,,,,,,,4,,,,,,,
HFFC-001372,aAZ90000000PDdNGAW,,,,,,,,1,,,,,,,,,,,,,,,,
HFFC-000266,aAZ9000000000HiGAI,1,1,2,2,3,,1,,,,,,,,,,,,,,,,,
HFFC-012833,aAZ2j000000016ZGAQ,,,,,,,,,,,,,,,,,,,2,,,,,
HFFC-001523,aAZ90000000PDpYGAW,4,1,3,1,3,7,,4,11,4,10,4,9,4,8,4,5,1,4,,,2,2,3
HFFC-023510,aAZ2j000000L07nGAC,,,,,,,,,,,,,,,1,1,2,2,2,1,1,2,,3
HFFC-000705,aAZ9000000000rCGAQ,4,2,3,4,3,3,,2,,2,,1,4,5,2,9,5,,2,3,5,,3,3
HFFC-027642,aAZ5i000000L4U4GAK,,,,,,,,,,,,,,,,,,,,,,2,,
HFFC-000069,aAZ90000000006EGAQ,,,,,,,,,,,,,4,,,,,2,,,,,,
HFFC-023223,aAZ2j000000KzYxGAK,,,,,,,,,,1,1,,2,,,4,1,1,,,,,,
HFFC-028543,aAZ5i000000LBrGGAW,,,,,,,,,,,,,,,,,,,,3,2,,,
HFFC-004019,aAZ0o000000PGIsGAO,5,17,8,2,,,,,,,,,,,,,,,,,,,,
HFFC-010651,aAZ0o000000PM8BGAW,,,2,4,,,,2,,3,1,,,,,,,,,,,,,
HFFC-014537,aAZ2j00000003GWGAY,,,2,,2,,2,,,2,,,,,,,2,1,,,,,,2
HFFC-017977,aAZ2j00000007gTGAQ,,,,2,,,,,,,,,,,,,,,,,,,,
HFFC-006377,aAZ0o000000CpdDGAS,2,,,,1,,,,,,2,,,,,,3,,,,,,,
HFFC-001493,aAZ90000000PDn8GAG,,,1,,,,,,,,,,,,,2,,,,2,2,2,,
HFFC-028703,aAZ5i000000LCbCGAW,,,,,,,,,,,,,,,,,,,,,,2,,
HFFC-023591,aAZ2j000000L0FcGAK,,,,,,,,,,,,,4,2,4,,1,2,2,2,,2,,3
HFFC-026926,aAZ2j000000PBRNGA4,,,,,,,,,,,,,,,,,,,2,2,,2,,
HFFC-011973,aAZ0o000000PNqnGAG,,1,,2,,,,2,,,,,,,,,,,,,,,,2
HFFC-019409,aAZ2j00000009WkGAI,,,,,,,,2,2,2,2,,,4,,1,1,,1,4,,6,4,3
HFFC-000744,aAZ9000000000uQGAQ,,,,,,,,,,,1,,,,,,,,,,,,,
HFFC-015040,aAZ2j00000003ugGAA,,1,1,,,,,,,,,,,,,,,,,,,,,
HFFC-000687,aAZ9000000000pfGAA,,,,1,,,,,,,,,,,,,,,,,,,,
HFFC-011226,aAZ0o000000PMsYGAW,1,3,,,,,,,,,,,1,,,,,2,,2,,,,
HFFC-008122,aAZ0o000000GoIxGAK,2,3,7,7,4,1,2,7,4,4,5,8,18,2,,,1,2,,,,1,1,2
HFFC-025647,aAZ2j000000L3R2GAK,,,,,,,,,,,,,,,,2,2,6,2,2,4,4,1,2
HFFC-024434,aAZ2j000000L1c3GAC,,,,,,,,,,,,,,,,2,2,,,,,,,
HFFC-025485,aAZ2j000000L3CHGA0,,,,,,,,,,,,,,,,,,1,1,5,1,3,5,2
HFFC-007918,aAZ0o000000Go2aGAC,4,2,3,4,,,,,,,,,,,,,,,,,,,,
HFFC-016815,aAZ2j00000006CmGAI,,2,,,,,,,,,,2,,,,,,,,,,,,
HFFC-024741,aAZ2j000000L26cGAC,,,,,,,,,,,,,,,,,,,,,,,,2
HFFC-002594,aAZ90000000PFDvGAO,,,2,,,,,,,,,,,,,,,,,,,,,
HFFC-025576,aAZ2j000000L3LJGA0,,,,,,,,,,,,,,,,,,,,1,1,,,
HFFC-022725,aAZ2j000000KyrZGAS,,,,,,,,,,,1,4,3,2,2,2,8,4,2,6,10,4,5,9
HFFC-021199,aAZ2j0000000BptGAE,,,,,,,,2,,,,,,,,,,,,,,,,
HFFC-014835,aAZ2j00000003eEGAQ,,,,,,,,1,1,,,,,,,,,,,,,,,
HFFC-025119,aAZ2j000000L2cYGAS,,,,,,,,,,,,,,,1,1,,,,,,,,
HFFC-015260,aAZ2j00000004CGGAY,,1,1,,,,,,4,5,3,6,2,4,,,4,2,1,1,1,1,,
HFFC-001080,aAZ9000000001LWGAY,,,1,,,,,,,,,,,,,,,,,,,,,
HFFC-030455,aAZ5i000000LNnzGAG,,,,,,,,,,,,,,,,,,,,,,,2,
HFFC-007627,aAZ0o000000Gnf7GAC,4,5,11,9,6,1,5,10,12,11,7,12,9,16,5,11,16,6,12,13,11,11,7,17
HFFC-027754,aAZ5i000000L5pLGAS,,,,,,,,,,,,,,,,,,,,,,2,,
HFFC-028198,aAZ5i000000L9QoGAK,,,,,,,,,,,,,,,,,,,3,3,,,5,11
HFFC-009675,aAZ0o000000GqJsGAK,,1,1,,,,,,,,,,,,,,,,,,,,,
HFFC-023178,aAZ2j000000KzVAGA0,,,,,,,,,,,,,,1,2,6,3,1,2,1,1,2,6,
HFFC-015465,aAZ2j00000004SOGAY,1,3,2,1,,1,1,5,3,4,,4,2,2,,2,2,6,9,,4,9,3,1
HFFC-016266,aAZ2j00000005UaGAI,5,3,6,5,2,1,4,6,6,4,7,2,,1,2,2,3,,2,,1,3,4,1
HFFC-000364,aAZ9000000000PcGAI,1,,,1,,,,,,,1,,,,,1,,,,,1,,,
HFFC-009832,aAZ0o00000008RAGAY,2,3,1,1,,,,,,,,,,,,,,,,,,,,
HFFC-002575,aAZ90000000PFCOGA4,,,,,,,,,4,,,,,1,1,,,,,,,,,
HFFC-024858,aAZ2j000000L2GmGAK,,,,,,,,,,,,,,,,,,1,2,,,,,
HFFC-017443,aAZ2j00000006zeGAA,,,1,1,,,2,,,,,,,,,,,,,,,,,
HFFC-001438,aAZ90000000PDihGAG,3,6,3,4,3,1,4,,,5,7,2,8,,,6,2,,,,2,2,,1
HFFC-023622,aAZ2j000000L0I7GAK,,,,,,,,,,,,,,,,,,,,,1,,1,5
HFFC-007030,aAZ0o000000CqU2GAK,,,,,,,3,2,5,,,,,,,,2,,,,,,,
HFFC-003129,aAZ0o000000btVpGAI,,,,,,,,,,,,,,,,,,,,,,,,2
HFFC-025190,aAZ2j000000L2iRGAS,,,,,,,,,,,,,,,,,,2,,,,,,
HFFC-009375,aAZ0o000000GpvgGAC,,3,3,3,2,3,1,,,1,,,,,,,,1,1,,,,,
HFFC-001448,aAZ90000000PDjVGAW,,,,,,,,,,,,,,,1,,,,,,,,,
HFFC-021916,aAZ2j0000000CmCGAU,,,,,,,,,,,2,,,,,,,,,,,,,
HFFC-000229,aAZ9000000000EjGAI,,,,,,,,,,,,,,1,,,,,,,,,,
HFFC-008075,aAZ0o000000GoFAGA0,,,,,,,,1,1,,,,,,,,,1,4,1,2,5,1,2
HFFC-023567,aAZ2j000000L0DgGAK,,,,,,,,,,,2,2,4,,2,,,,2,,,,1,
HFFC-023488,aAZ2j000000L061GAC,,,,,,,,,,,1,2,1,,,,,,,,,,,
HFFC-025305,aAZ2j000000L2sRGAS,,,,,,,,,,,,,,1,1,,2,,,,,,,
HFFC-002511,aAZ90000000PF7EGAW,1,,,,1,1,,,,,,,,,,,1,,,,,,,
HFFC-025452,aAZ2j000000L39cGAC,,,,,,,,,,,,,,,,,2,,,,,,,
HFFC-004062,aAZ0o000000PGMLGA4,,,,,2,,,,2,1,1,,1,,,,1,,,,,,,
HFFC-011567,aAZ0o000000PNK3GAO,,,,,,,,1,1,,,,,1,1,2,,2,,,,2,,
HFFC-022403,aAZ2j0000000DPOGA2,,,,,,,,,,1,3,4,,,,,,,,,,,,
HFFC-027798,aAZ5i000000L6HfGAK,,,,,,,,,,,,,,,,,,,1,3,2,4,,2
HFFC-017277,aAZ2j00000006mQGAQ,,,,,,,,,,,1,1,2,,3,2,,2,1,2,3,6,4,2
HFFC-018381,aAZ2j00000008CeGAI,,,,,,,2,3,1,,,2,,,2,,,,,,,2,,
HFFC-022557,aAZ2j0000000DbyGAE,,,,,,,,,,2,,,,,,,,,,,,2,,
HFFC-005742,aAZ0o000000CoXUGA0,,,,1,,,,,,,,,,,,,,,,,,,,
HFFC-025477,aAZ2j000000L3BdGAK,,,,,,,,,,,,,,,2,,,2,1,,1,1,1,
HFFC-004732,aAZ0o000000CnE7GAK,,,,,,,,,,,,1,,,,,,,,,,,,
HFFC-019990,aAZ2j0000000AHCGA2,,,,,1,1,1,2,1,3,1,2,2,1,5,2,1,,1,3,3,2,4,
HFFC-019230,aAZ2j00000009IJGAY,,,,2,,,,,,,,,,,,,,,,,,,,
HFFC-000505,aAZ9000000000azGAA,,1,,,,,,,,,,,,,,,,,,,,,,
HFFC-026845,aAZ2j000000PBKRGA4,,,,,,,,,,,,,,,,,2,2,2,1,,5,1,
HFFC-022447,aAZ2j0000000DSwGAM,,,,,,,,,,,,2,2,,,,4,1,2,,,,,
HFFC-029298,aAZ5i000000LG6ZGAW,,,,,,,,,,,,,,,,,,,,,,2,,
HFFC-007943,aAZ0o000000Go4WGAS,3,,2,1,1,,,1,1,3,1,,,,,2,,,3,1,1,,,
HFFC-024372,aAZ2j000000L1WUGA0,,,,,,,,,,,,,,2,,,2,,2,1,,,1,
HFFC-014759,aAZ2j00000003YQGAY,,,1,,3,,,,,,,,,,,,,,,,,,,
HFFC-026072,aAZ2j000000L486GAC,,,,,,,,,,,,,,,,,,,2,1,1,2,,
HFFC-009333,aAZ0o000000GpsIGAS,,,,1,,,,,,,,,3,2,,2,2,9,3,4,9,,,5
HFFC-026951,aAZ2j000000PBTsGAO,,,,,,,,,,,,,,,,,,,,2,,,,
HFFC-025538,aAZ2j000000L3GYGA0,,,,,,,,,,,,,,,,,,1,3,4,2,3,1,
HFFC-021798,aAZ2j0000000CcgGAE,,,,,,,,,,,,,2,2,,,,,,,,,,
HFFC-016006,aAZ2j000000059mGAA,17,17,13,26,11,3,18,20,24,20,19,9,20,20,15,20,15,28,24,23,37,24,30,31
HFFC-011794,aAZ0o000000PNcMGAW,,,,,,,,,2,,,,,,,,,,,,,,,
HFFC-011066,aAZ0o000000PMfeGAG,7,2,7,6,,1,,2,1,,2,1,2,,4,,3,1,,,,,,
HFFC-019653,aAZ2j00000009qGGAQ,,,,,,,,,,,,2,,,,,,,,,,,,
HFFC-016645,aAZ2j00000005z9GAA,,4,6,6,4,3,2,7,4,4,2,4,6,8,4,4,,6,2,2,3,1,,5
HFFC-013052,aAZ2j00000001O9GAI,1,1,,,,,,,,,,,,,,2,,,,,,,,
HFFC-007410,aAZ0o000000GnNcGAK,,1,5,,1,1,,,2,,,,,,,,2,,,,,,,
HFFC-016913,aAZ2j00000006KbGAI,,,,,1,1,1,1,,,,,,,,,,,,,,,,
HFFC-030851,aAZ5i000000LR3gGAG,,,,,,,,,,,,,,,,,,,,,,1,,1
HFFC-006255,aAZ0o000000CpTNGA0,10,9,11,10,6,2,4,7,12,10,6,4,7,4,6,14,9,3,7,11,9,9,10,8
HFFC-005981,aAZ0o000000Cp7HGAS,,1,1,,,,,,,,,,,,,,,2,,,,,,
HFFC-002927,aAZ90000000PFehGAG,2,,,1,1,,,,,1,1,,,,,,,,,,,1,1,
HFFC-024136,aAZ2j000000L14uGAC,,,,,,,,,,,,,,2,1,1,1,3,,5,1,5,3,2
HFFC-026967,aAZ2j000000PBVAGA4,,,,,,,,,,,,,,,,,,,4,,4,2,,1
HFFC-024913,aAZ2j000000L2LDGA0,,,,,,,,,,,,,,,3,,6,6,2,4,1,3,4,7
HFFC-014220,aAZ2j00000002r7GAA,,3,1,,2,,,2,,,,,,,,,,4,,,,,,
HFFC-000892,aAZ90000000016MGAQ,,,,,,,,,,,,,,,1,1,,,,,,,,
HFFC-022688,aAZ2j000000KyoaGAC,,,,,,,,,,,,,2,,,,3,2,2,1,2,,2,
HFFC-024056,aAZ2j000000L0xPGAS,,,,,,,,,,,,,,,2,,,,,,,,,
HFFC-003669,aAZ0o00000002l7GAA,,,,,,,,,,,,2,,,4,4,4,4,1,,,,,
HFFC-021911,aAZ2j0000000ClnGAE,,,,,,,,,,,,,,,2,,,,,,,,,
HFFC-019900,aAZ2j0000000A9wGAE,,,,,,,1,2,1,,,,,2,,2,,1,1,,2,,,
HFFC-026108,aAZ2j000000L4BKGA0,,,,,,,,,,,,,,,,,,2,,,,,,
HFFC-011679,aAZ0o000000PNT5GAO,,,,,,,,,,,,,,,,,4,3,5,,,2,3,1
HFFC-024001,aAZ2j000000L0sFGAS,,,,,,,,,,,,,,,,,,,,,,1,1,2
HFFC-000105,aAZ90000000008kGAA,,,,,,,,,,,1,,1,,,,,,,,,,,
HFFC-011091,aAZ0o000000PMhfGAG,2,,2,2,,,2,2,,1,6,2,2,2,2,4,2,3,1,2,3,1,3,4
HFFC-005897,aAZ0o000000CojzGAC,,2,,,,,,,,,,,,,,,,,,,,,,
HFFC-012069,aAZ2j0000000072GAA,6,2,,2,,,1,3,2,5,2,4,3,8,7,6,2,11,4,1,5,3,,4
HFFC-023682,aAZ2j000000L0MxGAK,,,,,,,,,,,,,,,,,,,,,,,,1
HFFC-027191,aAZ2j000000PBnsGAG,,,,,,,,,,,,,,,,,,,1,6,1,2,,4
HFFC-029965,aAZ5i000000LKQtGAO,,,,,,,,,,,,,,,,,,,,,6,2,4,2
HFFC-017283,aAZ2j00000006muGAA,,,,,,,,,,,,,,,,,,,,,,,2,
HFFC-024803,aAZ2j000000L2BXGA0,,,,,,,,,,,,,,2,,4,2,2,,,,3,4,
HFFC-020600,aAZ2j0000000B3aGAE,,,,,,,6,2,1,1,2,,4,,,,,,,,,,,
HFFC-030503,aAZ5i000000LOLtGAO,,,,,,,,,,,,,,,,,,,,,,,,4
HFFC-028415,aAZ5i000000LBJoGAO,,,,,,,,,,,,,,,,,,,,,,,1,
HFFC-020279,aAZ2j0000000Ae1GAE,,,,,,,,1,1,,,2,,,,2,,,,,2,,,
HFFC-022324,aAZ2j0000000DJ1GAM,,,,,,,,,,2,1,,3,2,,1,,1,,,,,,1
HFFC-000262,aAZ9000000000HOGAY,,,1,,,,,,,,,,,,,,,,,,,,,
HFFC-019630,aAZ2j00000009oPGAQ,,,,,,,,2,,,2,,,,,,,,,,,,,2
HFFC-010475,aAZ0o000000PLtzGAG,16,17,16,15,6,,5,3,1,9,17,6,6,,,2,,,2,,5,7,6,1
HFFC-031617,aAZ5i000000LU4NGAW,,,,,,,,,,,,,,,,,,,,,,1,1,1
HFFC-021615,aAZ2j0000000CNvGAM,,,,,,,,,,,,,2,2,,2,2,,,,,1,1,
HFFC-007230,aAZ0o000000Gn96GAC,,,,2,,1,,,,,,,,,,,,,,,,,2,
HFFC-017286,aAZ2j00000006n9GAA,,2,1,1,,,,,,,,,,,,,,,,,,,,
HFFC-030809,aAZ5i000000LQeqGAG,,,,,,,,,,,,,,,,,,,,,,2,,
HFFC-011992,aAZ2j000000000pGAA,2,1,,2,,,,,,,,,2,2,1,,,,,,1,,,
HFFC-018943,aAZ2j00000008vUGAQ,,,,,2,,,,,,,,,,,2,,,,,,,,
HFFC-000996,aAZ9000000001EkGAI,,,,1,,,1,,,,,,,,,,,,,,,,,
HFFC-015313,aAZ2j00000004GNGAY,1,,,,2,,,2,,,,,,3,,,,2,,,,,,1
HFFC-027764,aAZ5i000000L5q9GAC,,,,,,,,,,,,,,,,,,,,2,8,,2,6
HFFC-029808,aAZ5i000000LJAAGA4,,,,,,,,,,,,,,,,,,,,,,2,,
HFFC-023590,aAZ2j000000L0FXGA0,,,,,,,,,,,,2,2,2,,1,4,,,,,,1,1
HFFC-030945,aAZ5i000000LS03GAG,,,,,,,,,,,,,,,,,,,,,,1,2,2
HFFC-004295,aAZ0o000000PGrWGAW,2,,1,1,2,,,,,,,,,,,,,,,,,,,
HFFC-000703,aAZ9000000000r2GAA,2,2,2,1,,,1,1,2,,,2,,,,4,,2,3,1,1,4,2,2
HFFC-017327,aAZ2j00000006qSGAQ,,,,3,,,,,,,,,,,,,,,,,,,,
HFFC-001390,aAZ90000000PDepGAG,,,,,,,,,,1,,,,,,,,,,,,,,
HFFC-001068,aAZ9000000001KYGAY,,,,2,,,,6,3,6,5,1,1,,,,,,,,1,3,1,2
HFFC-005917,aAZ0o000000ColbGAC,,2,2,,,,,,,1,1,,,,,,,,,,,2,,
HFFC-021265,aAZ2j0000000BvcGAE,,,,,,,,,,,,,2,,,,,,,,,,,
HFFC-023170,aAZ2j000000KzUWGA0,,,,,,,,,,,,2,,,,,,,,,,,,
HFFC-027716,aAZ5i000000L5NVGA0,,,,,,,,,,,,,,,,,,,,2,,,8,3
HFFC-002745,aAZ90000000PFQ6GAO,,,,,,,,,,,,,,,,2,,,,,,,1,
HFFC-018777,aAZ2j00000008iGGAQ,,,,,,,2,,2,,,4,,,2,8,1,1,,,2,,,
HFFC-001575,aAZ90000000PDtkGAG,,,,,,,,,,1,1,,,,,,,,,,,,,
HFFC-020738,aAZ2j0000000BEiGAM,,,,,,,,2,2,,,1,1,,2,2,,,,,,,,
HFFC-011737,aAZ0o000000PNXlGAO,,,,,,,,,,1,1,,,,,,,,,,,,,
HFFC-027077,aAZ2j000000PBeHGAW,,,,,,,,,,,,,,,,,,,1,,,,2,2
HFFC-000470,aAZ9000000000YAGAY,,3,6,5,9,9,5,2,4,5,,,4,1,4,,,1,,,,,,1
HFFC-030656,aAZ5i000000LPSFGA4,,,,,,,,,,,,,,,,,,,,,1,1,,
HFFC-012693,aAZ2j00000000vHGAQ,,,2,,,,,,,,,,,,,,,,,,,,,
HFFC-029870,aAZ5i000000LJRYGA4,,,,,,,,,,,,,,,,,,,,,2,1,1,
HFFC-020675,aAZ2j0000000B9dGAE,,,,,,,,,,1,,,,,,,,,,,,,,
HFFC-021272,aAZ2j0000000BwBGAU,,,,,,,,,,2,2,,,3,4,2,3,1,3,2,4,2,2,3
HFFC-019837,aAZ2j0000000A4rGAE,,,,,,,1,1,,,,,,,1,,,,,,,,,
HFFC-025014,aAZ2j000000L2TMGA0,,,,,,,,,,,,,,,,,,,,,,2,1,3
HFFC-009286,aAZ0o000000GpoVGAS,,,,,,,,,,,1,1,,,,,,,,,,,,
HFFC-031871,aAZ5i000000LUVjGAO,,,,,,,,,,,,,,,,,,,,,,,3,1
HFFC-010994,aAZ0o000000PMZqGAO,,2,,,,,,,,,,,,,,,,,,,,,,
HFFC-010559,aAZ0o000000PM0lGAG,,2,,,,,,1,1,,4,,5,3,1,6,1,1,,1,7,1,1,
HFFC-024311,aAZ2j000000L1RZGA0,,,,,,,,,,,,,2,5,6,6,,5,8,5,4,2,6,5
HFFC-020350,aAZ2j0000000AjfGAE,,,,,,,,1,,,,,,,,,,,,,,,,
HFFC-026856,aAZ2j000000PBLKGA4,,,,,,,,,,,,,,,,,,1,,2,2,,,
HFFC-022313,aAZ2j0000000DI8GAM,,,,,,,,,,,1,,1,,,,,,,,,,,
HFFC-018875,aAZ2j00000008q0GAA,,,,,,2,2,,,,,,,,,,,,,1,,,,
HFFC-001766,aAZ90000000PE99GAG,3,,3,3,4,,5,5,,,1,3,6,2,2,,,,2,,2,2,2,
HFFC-033052,aAZ5i000000LWTPGA4,,,,,,,,,,,,,,,,,,,,,,,,3
HFFC-029739,aAZ5i000000LIwLGAW,,,,,,,,,,,,,,,,,,,,,1,1,,1
HFFC-022548,aAZ2j0000000DbFGAU,,,,,,,,,,,2,,,,,,2,,,,,,,
HFFC-018171,aAZ2j00000007vsGAA,,,,1,,,,,1,,1,,,,,2,,,,,,,,
HFFC-024797,aAZ2j000000L2B3GAK,,,,,,,,,,,,,,,,,,,,,,1,1,
HFFC-008560,aAZ0o000000Gos2GAC,,,,,,,,,,,,,,,,,,,,4,,,,
HFFC-001824,aAZ90000000PEDpGAO,2,1,,1,1,,,,2,,2,3,1,,,,,,,,,,,
HFFC-023231,aAZ2j000000KzZbGAK,,,,,,,,,,,5,3,6,4,11,1,3,1,3,,1,1,4,2
HFFC-024678,aAZ2j000000L1yiGAC,,,,,,,,,,,,,,,,,,1,1,2,,1,,
HFFC-021663,aAZ2j0000000CRnGAM,,,,,,,,,2,2,,,,,,,,,,,,,,
HFFC-011759,aAZ0o000000PNZXGA4,,,,,,,,,1,1,,,,,,,,,,,,,,
HFFC-007520,aAZ0o000000GnWUGA0,,,,,,,,,,,,,,,,,,,,,,,1,3
HFFC-025751,aAZ2j000000L3cPGAS,,,,,,,,,,,,,,,,,1,,,,,,,
HFFC-000746,aAZ9000000000uaGAA,,1,1,,,,,1,,,,,,,,,,,,,,,,
HFFC-001830,aAZ90000000PEEJGA4,,,,2,,,,,,,,,,,,,,,,,,,,
HFFC-009718,aAZ0o000000GqNLGA0,,,,,,,,,,,,,2,,,,,,1,,,,,
HFFC-030192,aAZ5i000000LM6WGAW,,,,,,,,,,,,,,,,,,,,,2,,,2
HFFC-002162,aAZ90000000PEf5GAG,,,1,,,,,,,,,,,,,,,,,,,,,
HFFC-009724,aAZ0o000000GqNpGAK,,,,,,,,,,,,,,,1,,,,1,3,,,,
HFFC-005856,aAZ0o000000CoggGAC,2,,4,,2,,,1,4,4,1,,,,2,,1,1,,2,,,,
HFFC-015962,aAZ2j000000056EGAQ,,,,,,,,1,3,,,,,,,,,,,,,,,
HFFC-022363,aAZ2j0000000DMAGA2,,,,,,,,,,,,,,,,2,,,,,,,,
HFFC-029380,aAZ5i000000LGg5GAG,,,,,,,,,,,,,,,,,,,,,3,,3,4
HFFC-031715,aAZ5i000000LUCgGAO,,,,,,,,,,,,,,,,,,,,,,,2,
HFFC-023264,aAZ2j000000KzcLGAS,,,,,,,,,,,,,,,4,,,1,,1,,,,
HFFC-001447,aAZ90000000PDjQGAW,6,8,5,9,5,4,,5,6,7,9,4,10,12,7,4,2,11,6,6,4,4,4,7
HFFC-012817,aAZ2j000000015HGAQ,1,,1,,,,,,,,,,,,,,,,,,,,,
HFFC-023266,aAZ2j000000KzcVGAS,,,,,,,,,,,,,,,,2,,,,,,,,
HFFC-020498,aAZ2j0000000AvRGAU,,,,,,,,2,,,,,,,,,,,,,,,,
HFFC-029594,aAZ5i000000LI9UGAW,,,,,,,,,,,,,,,,,,,,,1,,,1
HFFC-018647,aAZ2j00000008XwGAI,,,,,4,,1,6,3,5,3,,1,,4,10,1,5,,,,,3,3
HFFC-024824,aAZ2j000000L2DEGA0,,,,,,,,,,,,,,1,1,,,,,,1,,1,2
HFFC-018903,aAZ2j00000008sGGAQ,,,,,,,,1,1,,,,,,,,,,,,,,,
HFFC-027705,aAZ5i000000L5AEGA0,,,,,,,,,,,,,,,,,,,2,2,,,,2
HFFC-032045,aAZ5i000000LUlNGAW,,,,,,,,,,,,,,,,,,,,,,,,1
HFFC-016962,aAZ2j00000006OOGAY,,1,1,,,,,,,,,,,,,,,,,,,,,
HFFC-007524,aAZ0o000000GnWoGAK,,2,,,,,,,,1,,2,1,,1,,,,,,,,,
HFFC-001937,aAZ90000000PEMwGAO,3,2,,,1,1,,,,2,,,,,,,,,,,,,,
HFFC-017667,aAZ2j00000007HdGAI,,1,1,,,,1,1,,,,,2,,,,,,,,,,,
HFFC-017747,aAZ2j00000007O0GAI,,1,3,6,,,12,8,10,,,4,8,2,1,1,,,,,,,,
HFFC-019427,aAZ2j00000009YCGAY,,,,3,2,3,,1,1,2,,,,,,1,1,2,,,,,,
HFFC-009250,aAZ0o000000GplbGAC,,,,,2,,,,,2,,2,,,,,,3,1,,,,,
HFFC-001667,aAZ90000000PE1AGAW,,,,,,,,,,,,,,,,,,,,,,,,1
HFFC-027109,aAZ2j000000PBh6GAG,,,,,,,,,,,,,,,,,,4,6,7,3,4,4,6
HFFC-010640,aAZ0o000000PM7IGAW,,,,,,,,,,,,,,,1,,,,,1,1,,,
HFFC-011177,aAZ0o000000PMobGAG,,,,,,,,,,,,,,,,,,,,,,,1,
HFFC-019612,aAZ2j00000009mxGAA,,,,,,,2,,,,,,,,,,,,,,,,,
HFFC-023075,aAZ2j000000KzLZGA0,,,,,,,,,,,,,2,,,,,,,,,,,
HFFC-031222,aAZ5i000000LTNwGAO,,,,,,,,,,,,,,,,,,,,,,1,3,3
HFFC-020889,aAZ2j0000000BQtGAM,,,,,,,,,,,,,,,1,1,,,,,,1,1,
HFFC-020211,aAZ2j0000000AYhGAM,,,,,,,1,,,,,,,,,,,,,,,,,
HFFC-030134,aAZ5i000000LLoyGAG,,,,,,,,,,,,,,,,,,,,,,,1,1
HFFC-028636,aAZ5i000000LC71GAG,,,,,,,,,,,,,,,,,,,,3,1,2,3,5
HFFC-010142,aAZ0o00000008qAGAQ,,,,,,,,,,,,,,,,1,,,,,,,,
HFFC-016754,aAZ2j000000067rGAA,,,,,,,,,,,,2,,,,,,,,,,,,
HFFC-025935,aAZ2j000000L3wFGAS,,,,,,,,,,,,,,,,1,3,,,,,,,
HFFC-025498,aAZ2j000000L3DKGA0,,,,,,,,,,,,,,,,2,,,,,,,,
HFFC-001532,aAZ90000000PDqHGAW,,1,1,1,2,,2,,,,1,,,,,,,,,,,,,
HFFC-021028,aAZ2j0000000Bc6GAE,,,,,,,2,,,2,,,,,,,,,,,,,,
HFFC-016275,aAZ2j00000005VJGAY,4,4,4,3,2,1,,6,,8,11,4,15,14,16,7,6,5,3,11,11,9,8,5
HFFC-023918,aAZ2j000000L0jXGAS,,,,,,,,,,,,,,2,,2,2,,,,,,,
HFFC-024728,aAZ2j000000L25ZGAS,,,,,,,,,,,,,,,1,1,,,,,,,,
HFFC-019706,aAZ2j00000009uXGAQ,,,,1,1,,,,,,2,,2,,2,2,,2,,,,1,,
HFFC-015388,aAZ2j00000004MLGAY,2,3,5,,2,4,2,11,4,8,6,,2,2,,,,,,,,,,
HFFC-001536,aAZ90000000PDqbGAG,3,4,5,9,1,,,3,,,3,5,2,5,2,1,2,6,3,6,1,,2,1
HFFC-003159,aAZ0o000000btYFGAY,,1,,,,,,,,,,,,,,,,,,,,,,
HFFC-027374,aAZ5i000000L2EfGAK,,,,,,,,,,,,,,,,,,,2,2,,,,
HFFC-006468,aAZ0o000000CpkYGAS,1,,,2,,,,,,,,,,,,,,,,,,,,
HFFC-007195,aAZ0o000000Gn6HGAS,,,,,,,,,,,,,,,,,,,,,,1,,
HFFC-024212,aAZ2j000000L1IXGA0,,,,,,,,,,,,,,,,,,2,,,,,,
HFFC-002707,aAZ90000000PFN2GAO,,,,,,,,,1,,3,1,,,,,,,,,,,,
HFFC-026190,aAZ2j000000L4IfGAK,,,,,,,,,,,,,,,,2,,,,2,,,,
HFFC-013632,aAZ2j0000004DWYGA2,,,,,,,,1,1,,,,,,,,,,,,,,,
