Connector Code,Id (Connector),Dec-20,Jan-21,Feb-21,Mar-21,Apr-21,May-21,Jun-21,Jul-21,Aug-21,Sep-21,Oct-21,Nov-21,Dec-21,Jan-22,Feb-22,Mar-22,Apr-22,May-22,Jun-22,Jul-22,Aug-22,Sep-22,Oct-22,Nov-22
HFFC-024952,aAZ2j000000L2OMGA0,,,,,,,,,,,,,,,1,,1,2,2,2,,,2,1
HFFC-026137,aAZ2j000000L4E9GAK,,,,,,,,,,,,,,,,,,,,4,2,,,2
HFFC-015491,aAZ2j00000004UUGAY,2,3,7,11,6,2,2,2,4,8,3,5,6,1,6,5,,3,4,2,3,5,6,5
HFFC-019431,aAZ2j00000009YWGAY,,,,,,,,,,,,,,,,,,,,,,,,1
HFFC-000131,aAZ9000000000CKGAY,,,,,,,,,,,1,1,,,,5,,,,,1,,,
HFFC-008641,aAZ0o000000GoyZGAS,,1,1,,,,,,1,1,,,,,,,,,,,,,,
HFFC-027797,aAZ5i000000L6DSGA0,,,,,,,,,,,,,,,,,,,,,2,,,
HFFC-026777,aAZ2j000000PBEJGA4,,,,,,,,,,,,,,,,,,,1,,1,,,2
HFFC-028010,aAZ5i000000L7y2GAC,,,,,,,,,,,,,,,,,,,,2,2,2,3,1
HFFC-018087,aAZ2j00000007pBGAQ,,,2,,1,,1,,,,,,,,,,,,,,,,,
HFFC-001332,aAZ90000000PDa9GAG,,,,4,,,,,,,,,,,,,,,,,,,,1
HFFC-000309,aAZ9000000000LBGAY,,3,1,2,,,,,,,,,,2,1,,,,,2,1,,,
HFFC-023817,aAZ2j000000L0apGAC,,,,,,,,,,,,2,,,,,,,,,,,,
HFFC-000822,aAZ90000000010iGAA,2,,,,,2,,1,2,2,,,,4,,,2,,,,,,,
HFFC-033156,aAZ5i000000LWbsGAG,,,,,,,,,,,,,,,,,,,,,,,,1
HFFC-004864,aAZ0o000000CnOlGAK,1,,2,,2,,,,1,3,,2,,,6,10,3,5,3,3,3,,2,6
HFFC-032425,aAZ5i000000LVMYGA4,,,,,,,,,,,,,,,,,,,,,,,1,3
HFFC-018019,aAZ2j00000007jhGAA,,1,1,1,,1,,4,,2,1,1,1,3,,,,,,1,2,1,2,
HFFC-017130,aAZ2j00000006aeGAA,1,,,1,1,,,,,,,,,,,1,1,,,,,,,
HFFC-000145,aAZ9000000000CYGAY,1,,1,1,,,,,,,,,,1,1,2,2,,1,1,,,,2
HFFC-024177,aAZ2j000000L1BqGAK,,,,,,,,,,,,,,,,,,1,4,3,2,4,1,4
HFFC-019752,aAZ2j00000009yFGAQ,,,,,1,,,,,,,4,,,,,,,,,,,,
HFFC-026483,aAZ2j000000L4lDGAS,,,,,,,,,,,,,,,,1,1,,,,,,,
HFFC-022066,aAZ2j0000000CyDGAU,,,,,,,,,,,2,,,,,,,,,,,,,
HFFC-008646,aAZ0o000000GoyyGAC,,,,,,,,,,,2,,,,,,,,,,,,,
HFFC-002683,aAZ90000000PFL6GAO,4,,,,,,,,1,,1,,,,2,4,2,,,,,,2,
HFFC-011356,aAZ0o000000PN32GAG,,,,,,,,,2,,1,1,,,,,,,,,,,,
HFFC-019783,aAZ2j0000000A0kGAE,,,,1,1,,,,,,,,,,,,,,,,,,,
HFFC-010614,aAZ0o000000PM5CGAW,,,,,,,,1,,,,,,,,,,,,,,,,
HFFC-000521,aAZ9000000000cHGAQ,,,,1,,,,,,,,,,,,,,,,,,,,
HFFC-012350,aAZ2j00000000TcGAI,,,,,,,1,,,,,,,,,,,,,,,,,
HFFC-024492,aAZ2j000000L1gtGAC,,,,,,,,,,,,,1,1,,2,,,1,1,2,1,,
HFFC-019133,aAZ2j00000009AZGAY,,,,2,,,,,,,,,,,,,,,,,,,,
HFFC-004973,aAZ0o000000CnXYGA0,3,,3,5,7,3,12,9,5,13,5,1,3,2,16,12,4,8,7,2,10,3,4,9
HFFC-032592,aAZ5i000000LVesGAG,,,,,,,,,,,,,,,,,,,,,,,,2
HFFC-017585,aAZ2j00000007B6GAI,,,,,,,,,,,,,,2,,,4,,,,,,,
HFFC-012222,aAZ2j00000000JIGAY,1,,,,,,,,,,,,,,,,,,,,,,,
HFFC-019414,aAZ2j00000009X9GAI,,,,,1,1,,,,,,,,,,,,,,,,,,
HFFC-006695,aAZ0o000000Cq2wGAC,,,,,,1,,,,,,,,,,,,,,,,,,
HFFC-021069,aAZ2j0000000BfPGAU,,,,,,,,,,1,1,,,,,,,,,,,,,
HFFC-021785,aAZ2j0000000CbdGAE,,,,,,,,,,,,,,,,,,,,,2,,,
HFFC-031447,aAZ5i000000LTlGGAW,,,,,,,,,,,,,,,,,,,,,,,,1
HFFC-032002,aAZ5i000000LUhGGAW,,,,,,,,,,,,,,,,,,,,,,,1,1
HFFC-024570,aAZ2j000000L1pgGAC,,,,,,,,,,,,,,,,,,,1,1,,,,
HFFC-006431,aAZ0o000000CphZGAS,,,2,,2,,,,,2,2,,,,,,,,2,,,,2,
HFFC-019917,aAZ2j0000000ABJGA2,,,,,,,2,,,,,,,,,,,,,,,,,
HFFC-023339,aAZ2j000000KziOGAS,,,,,,,,,,,,,,4,,,,,,,,,,
HFFC-000134,aAZ9000000000CNGAY,,,,,,,,,,,,,,,,,,,,1,,,,
HFFC-011080,aAZ0o000000PMgmGAG,1,2,6,2,4,,,3,2,7,6,1,11,4,4,10,,3,2,5,2,1,1,
HFFC-015864,aAZ2j00000004yUGAQ,,1,,,,,,,,,,,,,,,,,,,,,,
HFFC-001039,aAZ9000000001IDGAY,,,,,,,,,,,,,,,,,,,,,,1,,
HFFC-016407,aAZ2j00000005fxGAA,,1,,,,,,,,,,,,,,,,,,,,,,
HFFC-019507,aAZ2j00000009eeGAA,,,,,2,,2,,,,,3,,,,,,,,,,1,,
HFFC-027573,aAZ5i000000L3nLGAS,,,,,,,,,,,,,,,,,,,1,1,,,,2
HFFC-025614,aAZ2j000000L3ONGA0,,,,,,,,,,,,,,,,,,,,,,,,2
HFFC-018623,aAZ2j00000008W5GAI,,,,2,,,,,,2,2,,,,,,,1,1,2,1,,1,
HFFC-029928,aAZ5i000000LJv0GAG,,,,,,,,,,,,,,,,,,,,,2,2,,2
HFFC-014114,aAZ2j00000002iZGAQ,,,,,,,,4,,,1,1,5,4,1,2,,,1,3,2,,1,2
HFFC-028048,aAZ5i000000L8Y8GAK,,,,,,,,,,,,,,,,,,,,2,2,,,2
HFFC-024985,aAZ2j000000L2R1GAK,,,,,,,,,,,,,,,,,,1,,,1,,,
HFFC-019509,aAZ2j00000009eoGAA,,,,1,2,1,,3,2,1,8,5,9,12,6,6,9,10,6,6,2,2,4,3
HFFC-020865,aAZ2j0000000BOxGAM,,,,,,,,,5,1,,,,,,,,,,,,,,
HFFC-011415,aAZ0o000000PN7nGAG,,,,,,,,,2,2,4,,2,4,,,,2,,,,,1,1
HFFC-019384,aAZ2j00000009UjGAI,,,,,,,,,,,1,1,,,,2,,,,,,,,
HFFC-022410,aAZ2j0000000DPxGAM,,,,,,,,,,,4,,,,,,,,,,2,,1,
HFFC-024171,aAZ2j000000L1BCGA0,,,,,,,,,,,,,,2,12,4,26,8,8,6,3,,1,
HFFC-006461,aAZ0o000000CpjzGAC,,,,,,,,1,1,,,,,,,,,,,,,,,
HFFC-016922,aAZ2j00000006LKGAY,,,,,,,,,,,,,,,,,2,,,,,,,
HFFC-013331,aAZ2j00000001keGAA,,,,,,,,,,,,,,,,2,,,,,,1,3,
HFFC-001796,aAZ90000000PEBZGA4,,,1,,2,,,4,,2,,,2,,,,,,,1,1,,,
HFFC-002492,aAZ90000000PF5hGAG,,,,3,1,,,,,2,,,2,7,5,6,,1,4,1,1,3,2,2
HFFC-023856,aAZ2j000000L0eXGAS,,,,,,,,,,,,,1,,,,,,,,,,,
HFFC-015276,aAZ2j00000004DYGAY,,,,,,,3,2,,1,1,,,2,2,,,,2,1,,1,1,2
HFFC-027207,aAZ2j000000PBpKGAW,,,,,,,,,,,,,,,,,,,,,,2,,
HFFC-010714,aAZ0o000000PMDGGA4,3,1,1,2,1,,1,1,,,2,,4,2,,,,,4,2,1,1,1,2
HFFC-018934,aAZ2j00000008ulGAA,,,,,,,,,,,,2,2,,2,,,,,,,,,
HFFC-030925,aAZ5i000000LRm3GAG,,,,,,,,,,,,,,,,,,,,,,2,,
HFFC-019203,aAZ2j00000009G8GAI,,,,,1,1,,,,,,,,,,,,,,,,,,
HFFC-010041,aAZ0o00000008i1GAA,,,,,,,,,,,,,,,,2,,,,,2,,,
HFFC-024924,aAZ2j000000L2M6GAK,,,,,,,,,,,,,,,2,,2,,,,,,,
HFFC-021669,aAZ2j0000000CSHGA2,,,,,,,,,,,,,,,,,,,,1,1,,,
HFFC-028484,aAZ5i000000LBc0GAG,,,,,,,,,,,,,,,,,,,,,2,,,
HFFC-013933,aAZ2j00000002UXGAY,,1,1,,,,,,,,2,,,,,,,1,,,,1,1,
HFFC-015658,aAZ2j00000004hxGAA,1,,,1,,,3,1,,3,,,,,,,,,,,,,,
HFFC-029852,aAZ5i000000LJHqGAO,,,,,,,,,,,,,,,,,,,,,4,,3,1
HFFC-016665,aAZ2j000000060lGAA,,,,,,,,,,,,,,,,,,,,,1,,1,2
HFFC-020835,aAZ2j0000000BMXGA2,,,,,,,,1,4,2,3,2,2,1,,2,3,1,1,,,2,2,2
HFFC-000153,aAZ9000000000CgGAI,1,,,,,,,,,,,,,,,,,,,,,,,
HFFC-004328,aAZ0o000000PGuBGAW,,,,,,,,,,,,,1,,,,,1,,,,,,
HFFC-028099,aAZ5i000000L8cZGAS,,,,,,,,,,,,,,,,,,,1,2,2,1,2,6
HFFC-021032,aAZ2j0000000BcQGAU,,,,,,,,,,,,,2,,,,,2,,,,,,
HFFC-019365,aAZ2j00000009TCGAY,,,,,2,,,,,,,,,,,,,,,,,,,
HFFC-023753,aAZ2j000000L0UhGAK,,,,,,,,,,,,1,1,,,,,,,,,,,
HFFC-003334,aAZ0o000000btqUGAQ,,,,,,2,,,2,,,4,2,,,,,2,,,,,,
HFFC-024449,aAZ2j000000L1dQGAS,,,,,,,,,,,,,,2,,2,2,,2,2,,,1,
HFFC-025078,aAZ2j000000L2YvGAK,,,,,,,,,,,,,,,,,,,,3,3,1,,
HFFC-017818,aAZ2j00000007TjGAI,,,1,1,,,,,1,1,,,,,,,,,,,,,,
HFFC-015887,aAZ2j000000050LGAQ,2,5,2,1,,,,,,,,,2,,1,,,,,,,,,
HFFC-020413,aAZ2j0000000AofGAE,,,,,,,2,1,,,3,2,,,2,6,2,,3,4,3,,2,2
HFFC-023390,aAZ2j000000KztCGAS,,,,,,,,,,,,,,,,,,,,,,,2,
HFFC-030438,aAZ5i000000LNZpGAO,,,,,,,,,,,,,,,,,,,,,,3,1,
HFFC-031942,aAZ5i000000LUbhGAG,,,,,,,,,,,,,,,,,,,,,,,,1
HFFC-011028,aAZ0o000000PMcaGAG,3,4,5,,1,1,1,1,,,,,,,,,,,,,,,,
HFFC-027998,aAZ5i000000L7cQGAS,,,,,,,,,,,,,,,,,,,,2,,,,
HFFC-015384,aAZ2j00000004M1GAI,1,1,,,,,,,,,,,,,,,,,,,,,,
HFFC-009255,aAZ0o000000Gpm0GAC,,,,,,,,,,,,,,,,,,,,,,,,2
HFFC-021849,aAZ2j0000000CgnGAE,,,,,,,,2,,,1,,1,,,,,,,,,,,
HFFC-012036,aAZ2j000000004NGAQ,,,,,,,,,,,,,,1,1,,,2,2,2,,,,
HFFC-023406,aAZ2j000000KzuUGAS,,,,,,,,,,,,2,,,,,,,,,,,,
HFFC-032129,aAZ5i000000LUtqGAG,,,,,,,,,,,,,,,,,,,,,,,,4
HFFC-006362,aAZ0o000000Cpc0GAC,2,1,,1,2,1,,3,,,,,,2,1,1,1,,,1,2,1,1,1
HFFC-001799,aAZ90000000PEBoGAO,,,,,,,,,,,1,,,,,,,,,,,,,
HFFC-024759,aAZ2j000000L284GAC,,,,,,,,,,,,,2,,,,,,2,,,1,1,
HFFC-027568,aAZ5i000000L3mwGAC,,,,,,,,,,,,,,,,,,,,2,,,2,
HFFC-005006,aAZ0o000000CnaDGAS,,,,2,2,,,1,,,,,,,,,,,,,,1,,
HFFC-019114,aAZ2j0000000997GAA,,,,,,,,,,2,,,,,2,2,,,1,1,,,,1
HFFC-011930,aAZ0o000000PNnKGAW,1,,,,,,,,,,,,,,,,,,,,,,,
HFFC-019866,aAZ2j0000000A7CGAU,,,,,,,,,2,,,,,,,,,,,,,,,
HFFC-006739,aAZ0o000000Cq6UGAS,,5,1,,,,,,1,1,4,3,1,5,2,1,,1,2,5,1,1,,1
HFFC-000128,aAZ9000000000CHGAY,1,2,3,2,,,,1,,1,,,,,,,5,1,2,,1,3,1,3
HFFC-024865,aAZ2j000000L2HLGA0,,,,,,,,,,,,,,,,,,,2,2,,,,
HFFC-000143,aAZ9000000000CWGAY,,,,,,,,,,,,,,,,,,,3,2,3,3,,1
HFFC-032619,aAZ5i000000LVh3GAG,,,,,,,,,,,,,,,,,,,,,,,,2
HFFC-030404,aAZ5i000000LN98GAG,,,,,,,,,,,,,,,,,,,,,,1,2,
HFFC-031438,aAZ5i000000LTkXGAW,,,,,,,,,,,,,,,,,,,,,,,2,
HFFC-014179,aAZ2j00000002noGAA,,,1,1,2,,,,2,2,4,,,,2,2,5,3,6,8,8,3,6,6
HFFC-006935,aAZ0o000000CqMIGA0,,,,,,,,,,,,,,,,,,3,,,,,1,
HFFC-001888,aAZ90000000PEIzGAO,,,,,,1,8,4,2,,8,,2,,,,,,,,,,,
HFFC-001350,aAZ90000000PDbbGAG,,,,,,,,,1,,,,,,,,,,,,,,,
HFFC-006372,aAZ0o000000CpcoGAC,,3,1,,,2,,,,,,,,,1,,,,,,,,,
HFFC-032997,aAZ5i000000LWOyGAO,,,,,,,,,,,,,,,,,,,,,,,,1
HFFC-022511,aAZ2j0000000DYBGA2,,,,,,,,,,4,4,4,2,2,4,2,3,3,3,1,1,,4,3
HFFC-025716,aAZ2j000000L3X0GAK,,,,,,,,,,,,,,,,4,,2,1,4,1,,,
HFFC-010966,aAZ0o000000PMXaGAO,2,,,,2,,,,,,,,,,,,,,,1,,,,
HFFC-028521,aAZ5i000000LBlhGAG,,,,,,,,,,,,,,,,,,,,2,,,,
HFFC-029408,aAZ5i000000LGqbGAG,,,,,,,,,,,,,,,,,,,,,,2,2,
HFFC-023886,aAZ2j000000L0gxGAC,,,,,,,,,,,,,,3,2,,,2,1,1,,,,
HFFC-019510,aAZ2j00000009etGAA,,,,,,,,,,,,,,2,,,,,,,,,,
HFFC-023657,aAZ2j000000L0KwGAK,,,,,,,,,,,,,3,1,,,,2,,,,,,
HFFC-006138,aAZ0o000000CpJwGAK,,,,,,,,,,,,,,,,,2,,,,,,,
HFFC-023507,aAZ2j000000L07YGAS,,,,,,,,,,,,,,,,,,,,,1,1,,
HFFC-023394,aAZ2j000000KztWGAS,,,,,,,,,,,,2,1,1,,3,3,,4,6,6,3,2,
HFFC-022076,aAZ2j0000000Cz1GAE,,,,,,,,,,,,,,,,,,,,2,,,,
HFFC-023014,aAZ2j000000KzFMGA0,,,,,,,,,,,,,2,,,,,,,,,,,
HFFC-026497,aAZ2j000000L4mLGAS,,,,,,,,,,,,,,,,,,1,1,,1,1,,
HFFC-028017,aAZ5i000000L8AzGAK,,,,,,,,,,,,,,,,,,,,2,2,3,1,
HFFC-022935,aAZ2j000000Kz8QGAS,,,,,,,,,,,2,,,,,,,,,,,,,
HFFC-002557,aAZ90000000PFAwGAO,,,,,,,,,,,,,,2,,,,,,1,,,,
HFFC-029162,aAZ5i000000LFWpGAO,,,,,,,,,,,,,,,,,,,,3,3,3,3,3
HFFC-000189,aAZ9000000000DGGAY,,,,,,,,,,,,,,1,,,,,,,,,,
HFFC-011180,aAZ0o000000PMoqGAG,,,,,2,,,,,,,,,,,,,,,,,,,
HFFC-031683,aAZ5i000000LUA6GAO,,,,,,,,,,,,,,,,,,,,,,,1,1
HFFC-027132,aAZ2j000000PBisGAG,,,,,,,,,,,,,,,,,,1,2,,1,,,
HFFC-029691,aAZ5i000000LIg5GAG,,,,,,,,,,,,,,,,,,,,,1,1,2,
HFFC-025654,aAZ2j000000L3RbGAK,,,,,,,,,,,,,,,,,2,,,,,,,2
HFFC-025641,aAZ2j000000L3QYGA0,,,,,,,,,,,,,,,,,,,,2,2,1,,4
HFFC-011053,aAZ0o000000PMebGAG,,,,,,,,,,,,,,,,,,,,1,,,,
HFFC-023963,aAZ2j000000L0pBGAS,,,,,,,,,,,,,,2,2,,,,2,3,1,3,1,
HFFC-010884,aAZ0o000000PMQyGAO,2,2,,,,,,,,,,,1,,,,,,,,,,,
HFFC-001471,aAZ90000000PDlMGAW,,,,,,,,2,,,,,3,1,3,2,2,,,,,,,
HFFC-027521,aAZ5i000000L3j9GAC,,,,,,,,,,,,,,,,,,,,1,2,,2,2
HFFC-031035,aAZ5i000000LSqtGAG,,,,,,,,,,,,,,,,,,,,,,2,,
HFFC-007142,aAZ0o000000Cqd4GAC,3,1,2,,4,,,,6,,,,,,,2,,,3,1,,,1,5
HFFC-018877,aAZ2j00000008qAGAQ,,,,,1,1,,,,,,,,,,,,,,,,,,
HFFC-024149,aAZ2j000000L15xGAC,,,,,,,,,,,,,,,,1,1,1,2,2,,,,
HFFC-019963,aAZ2j0000000AF1GAM,,,,,,,,,,2,,,,,,,,,,,,,,
HFFC-001356,aAZ90000000PDc5GAG,1,,,2,,,,,,,,,,,,,,,,,,,,1
HFFC-023853,aAZ2j000000L0eIGAS,,,,,,,,,,,,,,2,,,2,,,,,,,
HFFC-026534,aAZ2j000000PAtGGAW,,,,,,,,,,,,,,,,,2,,,,,,,
HFFC-029823,aAZ5i000000LJBNGA4,,,,,,,,,,,,,,,,,,,,1,,,,
HFFC-017628,aAZ2j00000007EZGAY,,,,,,,,,,,,,,,,,,,2,,,,,
HFFC-009474,aAZ0o000000Gq3fGAC,1,2,1,2,,,,4,2,2,,,,,,,,,,3,1,,,
HFFC-017707,aAZ2j00000007KrGAI,,,,1,2,,5,,1,2,4,,1,,1,,,,,,,,,
HFFC-019887,aAZ2j0000000A8tGAE,,,,,2,,,,,,,,,,,,,,,,,2,,
HFFC-018901,aAZ2j00000008s6GAA,,,,,,1,1,,2,,,2,1,1,,,3,1,2,,1,,,
HFFC-016850,aAZ2j00000006FWGAY,,,,,,,,,,,,,,,,,,,,2,,,,
HFFC-016638,aAZ2j00000005yaGAA,,,,,,,,2,,,,,,,,,,,,,,,,
HFFC-025165,aAZ2j000000L2gGGAS,,,,,,,,,,,,,,,2,,,,,6,,,,
HFFC-002005,aAZ90000000PESQGA4,,,,,,,1,,,,,,,,,,,,,,,,,
HFFC-030984,aAZ5i000000LSNqGAO,,,,,,,,,,,,,,,,,,,,,,2,,
HFFC-024292,aAZ2j000000L1PTGA0,,,,,,,,,,,,,,,2,,,,,,,,,1
HFFC-004082,aAZ0o000000PGS5GAO,2,,,2,1,,,,,,,,,,,,,,,,,,,
HFFC-014567,aAZ2j00000003IwGAI,3,7,12,10,7,13,17,10,17,14,9,6,8,10,8,16,8,8,4,3,1,5,7,8
HFFC-028168,aAZ5i000000L97YGAS,,,,,,,,,,,,,,,,,,,,,2,,,
HFFC-017210,aAZ2j00000006h6GAA,2,1,,,,,,,,,,,,,,,,2,,,,,,
HFFC-023809,aAZ2j000000L0aBGAS,,,,,,,,,,,,,,,,,,,,3,1,,,
HFFC-010841,aAZ0o000000PMNVGA4,1,,1,2,,2,,1,,,2,,,,,,,,,,,,,
HFFC-029542,aAZ5i000000LHZ0GAO,,,,,,,,,,,,,,,,,,,,,2,,,
HFFC-003758,aAZ0o000000PFxzGAG,,,,,,,,,2,,,,,3,1,,,,2,,,,,
HFFC-000571,aAZ9000000000gJGAQ,,,,,2,,,,,,,,,,,,,,,,1,3,2,
HFFC-025291,aAZ2j000000L2rJGAS,,,,,,,,,,,,,,,4,3,8,8,3,1,5,,2,4
HFFC-024036,aAZ2j000000L0v4GAC,,,,,,,,,,,,,,,4,,,,,,,,,
HFFC-011976,aAZ0o000000PNr2GAG,4,1,2,,,,,,,,,,,2,,,,2,3,1,4,3,5,2
HFFC-023174,aAZ2j000000KzUqGAK,,,,,,,,,,,2,,6,4,8,3,5,7,8,7,3,3,2,4
HFFC-001517,aAZ90000000PDp4GAG,3,,1,,,,,,,,,,2,,,2,2,3,6,3,3,4,5,4
HFFC-012294,aAZ2j00000000P6GAI,,,,,,,,,,,,,2,,,,,,,,,,,
HFFC-016076,aAZ2j00000005FLGAY,,,,,,,,,,,,,2,,,,,,,,,,,
HFFC-023929,aAZ2j000000L0lOGAS,,,,,,,,,,,,,2,4,2,,,,,,,,,
HFFC-001260,aAZ90000000PDULGA4,,,,,2,,,2,,2,,,,,,2,,,,,,,,
HFFC-000331,aAZ9000000000MxGAI,,,,,,1,,,,2,,1,,1,,,1,,,,,,,
HFFC-031001,aAZ5i000000LSPDGA4,,,,,,,,,,,,,,,,,,,,,,,1,2
HFFC-023721,aAZ2j000000L0RTGA0,,,,,,,,,,,,,6,3,5,2,4,3,1,2,,,,1
HFFC-016826,aAZ2j00000006DfGAI,1,,2,,,,,,,,,,,,,,,,,,,,,
HFFC-012177,aAZ2j00000000FfGAI,,1,1,,,,,,,2,1,3,4,2,5,,7,5,6,1,1,3,4,2
HFFC-022061,aAZ2j0000000CxoGAE,,,,,,,,,,2,,,,,,,,,,,,,,
HFFC-026067,aAZ2j000000L47hGAC,,,,,,,,,,,,,,,,,,4,,2,,,,
HFFC-024507,aAZ2j000000L1j9GAC,,,,,,,,,,,,,,,,4,,,4,6,,,2,2
HFFC-009426,aAZ0o000000GpznGAC,2,3,1,,2,,,4,,,1,3,,,1,1,2,1,1,1,,,,
HFFC-032846,aAZ5i000000LVzCGAW,,,,,,,,,,,,,,,,,,,,,,,,2
HFFC-023176,aAZ2j000000KzV0GAK,,,,,,,,,,,,,,2,,,,,,3,,1,,
HFFC-020821,aAZ2j0000000BLPGA2,,,,,,,,,,,,,,,,,,2,1,,1,,,
HFFC-022945,aAZ2j000000Kz9EGAS,,,,,,,,,,,,,,,,5,1,1,1,6,2,,,2
HFFC-028531,aAZ5i000000LBmVGAW,,,,,,,,,,,,,,,,,,,,,,,,1
HFFC-021452,aAZ2j0000000CAhGAM,,,,,,,,,,,,,,,2,2,2,8,,2,1,1,4,4
HFFC-004835,aAZ0o000000CnMQGA0,,,,,,1,,,,,,,,,,,,,,,,,,
HFFC-020603,aAZ2j0000000B3pGAE,,,,,,3,1,,,,,,,,,,,,,,,,,
HFFC-001619,aAZ90000000PDxIGAW,3,,,,,,,,2,2,2,2,1,4,1,1,2,,2,4,,,,
HFFC-022168,aAZ2j0000000D6RGAU,,,,,,,,,,2,2,6,2,2,,4,7,9,5,5,5,2,7,7
HFFC-002332,aAZ90000000PEsnGAG,1,1,,2,,,4,2,,4,4,,2,2,4,,2,,3,1,,4,,2
HFFC-021963,aAZ2j0000000CpzGAE,,,,,,,,,,,,,4,4,,10,4,,2,2,7,3,6,1
HFFC-030597,aAZ5i000000LOksGAG,,,,,,,,,,,,,,,,,,,,,,,2,
HFFC-002724,aAZ90000000PFOPGA4,,,,,,,,,,,,,1,,,,,,,,,,,
HFFC-007313,aAZ0o000000GnFnGAK,,,1,3,2,,4,1,2,1,,2,2,,,,,,,2,,,,
HFFC-024883,aAZ2j000000L2InGAK,,,,,,,,,,,,,,,,,,,1,,,,,2
HFFC-029854,aAZ5i000000LJI0GAO,,,,,,,,,,,,,,,,,,,,,,2,,
HFFC-022642,aAZ2j000000KyknGAC,,,,,,,,,1,,1,,,,,,,,,,,,,
HFFC-030493,aAZ5i000000LOKvGAO,,,,,,,,,,,,,,,,,,,,,,,2,1
HFFC-025492,aAZ2j000000L3CqGAK,,,,,,,,,,,,,,,,2,,,1,,1,,,
HFFC-024150,aAZ2j000000L162GAC,,,,,,,,,,,,,2,,,,2,,,2,,,,
HFFC-000636,aAZ9000000000lYGAQ,1,,,1,3,,,,,,1,,2,1,,,,,,,,,,
HFFC-002426,aAZ90000000PF0NGAW,2,6,4,2,2,1,1,2,6,2,6,3,2,1,2,2,4,,1,2,2,6,13,3
HFFC-002113,aAZ90000000PEb8GAG,4,4,5,15,5,,,,3,2,8,2,2,,,4,,,,,,,,2
HFFC-028014,aAZ5i000000L7yMGAS,,,,,,,,,,,,,,,,,,,2,4,6,2,1,1
HFFC-006348,aAZ0o000000CpasGAC,,2,1,2,,,2,2,,2,3,1,3,,2,1,4,,1,2,,,,2
HFFC-002070,aAZ90000000PEXfGAO,,,,,,,,,,,,,1,1,,2,2,,,,,,,
HFFC-024522,aAZ2j000000L1kMGAS,,,,,,,,,,,,,,2,,,,,1,,,,,
HFFC-000380,aAZ9000000000QuGAI,,,,,,,,2,,,,,,,,,,,,,,,,
HFFC-002525,aAZ90000000PF8MGAW,,,,,,,,,,,,,,,,,,,,,,,,1
HFFC-005904,aAZ0o000000CokYGAS,3,,1,,,,,,,,,,,,,,,,,,2,,,
HFFC-024303,aAZ2j000000L1QvGAK,,,,,,,,,,,,,,2,,2,4,6,4,,2,1,1,3
HFFC-025167,aAZ2j000000L2gQGAS,,,,,,,,,,,,,,,,2,4,,2,1,1,1,,4
HFFC-025234,aAZ2j000000L2miGAC,,,,,,,,,,,,,,,,2,,,,1,,,2,
HFFC-018364,aAZ2j00000008BHGAY,,1,1,,,,,2,,,,,,,,1,1,,,,,,,
HFFC-023868,aAZ2j000000L0fVGAS,,,,,,,,,,,,,,,,,4,1,,,,,3,
HFFC-024226,aAZ2j000000L1JfGAK,,,,,,,,,,,,,,,,,,2,,,,,,
HFFC-009827,aAZ0o00000008QlGAI,,,1,3,,,,,2,,,,,,,,,,2,,,,,2
HFFC-024635,aAZ2j000000L1vFGAS,,,,,,,,,,,,,,,,,,,2,1,1,,,2
HFFC-014343,aAZ2j000000030sGAA,,,,1,,,1,1,2,,1,1,1,3,1,,,2,,,,,,
HFFC-001202,aAZ9000000001VMGAY,,,,,,,,,,,,,,,,,,,,,,,1,
HFFC-020679,aAZ2j0000000B9xGAE,,,,,,,,,,,,,,,,,,,,,,,,1
HFFC-018704,aAZ2j00000008cSGAQ,,,2,1,1,,,,,,,,,,,,,,,,,,,
HFFC-019069,aAZ2j000000095ZGAQ,,,,2,,,,,,,,,,,,,,1,1,,,,,
HFFC-009815,aAZ0o00000008PnGAI,1,2,1,1,,,,,,,2,,2,,,,,,,,,,,
HFFC-015145,aAZ2j0000000439GAA,,,,2,,,,,,,,,,,,,,,,,,,,
HFFC-016021,aAZ2j00000005AuGAI,,2,2,,,,,,,,,,,,,,,,,,,,,
HFFC-007090,aAZ0o000000CqYsGAK,1,1,1,,2,,,,,,,,1,1,,,,,1,1,2,4,1,1
HFFC-029097,aAZ5i000000LFJKGA4,,,,,,,,,,,,,,,,,,,,,,2,3,1
HFFC-001871,aAZ90000000PEHcGAO,4,7,3,4,5,4,,4,4,4,9,9,12,5,9,6,4,8,6,2,12,6,2,3
HFFC-015187,aAZ2j000000046SGAQ,3,1,,,,,,,,,,,,,,,,,,,,,,
HFFC-011640,aAZ0o000000PNPwGAO,,,6,,,,,,,,,,,,,2,,1,2,,,,,
HFFC-002583,aAZ90000000PFD2GAO,,,,,,,,,,,2,,,,,,,,,,,,,
HFFC-032775,aAZ5i000000LVtYGAW,,,,,,,,,,,,,,,,,,,,,,,,4
HFFC-028404,aAZ5i000000LBEnGAO,,,,,,,,,,,,,,,,,,,1,1,4,5,4,6
HFFC-016143,aAZ2j00000005KkGAI,1,,,,,,,,,,,,,,,,,,,,,,,
HFFC-027085,aAZ2j000000PBevGAG,,,,,,,,,,,,,,,,,,2,1,,1,,,
HFFC-027224,aAZ2j000000PBqrGAG,,,,,,,,,,,,,,,,,,,,,2,,,
